TranDate,Account,Dept,Sum of Amount
5/2/2015,65690,239,($36.34)
5/2/2015,65610,195,($359.22)
5/2/2015,63050,196,($9.24)
5/2/2015,61510,243,($135.09)
5/2/2015,80990,248,"$1,966.06 "
5/2/2015,64020,273,$1.33 
5/2/2015,81230,198,$214.49 
5/2/2015,65660,198,($173.37)
5/2/2015,65760,165,($13.84)
5/2/2015,65550,185,($149.73)
5/2/2015,62510,184,($545.78)
5/2/2015,64020,196,$1.62 
5/2/2015,64020,190,$1.60 
5/2/2015,65750,199,($303.74)
5/2/2015,65730,185,$1.50 
5/2/2015,65690,257,($121.32)
5/2/2015,65760,159,($6.66)
5/2/2015,73030,254,$483.64 
5/2/2015,81190,218,$80.40 
5/2/2015,65660,287,($127.14)
5/2/2015,82050,212,$3.90 
5/2/2015,62560,285,($8.52)
5/2/2015,65760,287,($4.19)
5/2/2015,84020,185,$123.93 
5/2/2015,65570,274,($6.46)
5/2/2015,86050,169,$73.55 
5/2/2015,73050,239,$27.09 
5/2/2015,61550,249,($275.93)
5/2/2015,73030,235,$834.38 
5/2/2015,65570,232,($7.75)
5/2/2015,86290,212,$149.42 
5/2/2015,65660,290,($296.65)
5/2/2015,66050,168,($31.96)
5/2/2015,62550,236,($79.83)
5/2/2015,84020,163,$202.58 
5/2/2015,86040,265,$367.83 
5/2/2015,65590,228,($56.14)
5/2/2015,66050,217,($21.91)
5/2/2015,65540,263,($259.07)
5/2/2015,86280,213,$59.31 
5/2/2015,66130,202,($49.66)
5/3/2015,66070,242,($6.90)
5/3/2015,65710,154,($403.97)
5/3/2015,73030,152,$375.37 
5/3/2015,66100,252,($4.13)
5/3/2015,65590,194,($90.70)
5/3/2015,66110,243,($0.41)
5/3/2015,65600,250,($176.07)
5/3/2015,62560,277,($15.39)
5/3/2015,65550,199,($960.46)
5/3/2015,66530,189,($7.50)
5/3/2015,62030,294,($130.15)
5/3/2015,66030,298,($3.70)
5/3/2015,86140,232,$1.44 
5/3/2015,66550,153,($93.80)
5/3/2015,66120,155,($2.03)
5/3/2015,66520,203,($26.14)
5/3/2015,66030,223,($2.52)
5/3/2015,65660,258,($125.21)
5/3/2015,62520,198,($192.57)
5/3/2015,73040,261,$166.50 
5/3/2015,61510,243,($63.16)
5/3/2015,65550,193,($633.90)
5/3/2015,66110,156,($0.42)
5/3/2015,62020,256,($674.44)
5/3/2015,73050,186,$61.49 
5/3/2015,65590,222,($38.28)
5/3/2015,65750,211,($408.37)
5/3/2015,61520,182,($245.60)
5/3/2015,72160,219,"$1,413.45 "
5/3/2015,65730,182,$1.65 
5/3/2015,65570,268,($6.77)
5/3/2015,65540,275,($163.05)
5/3/2015,65550,249,($432.21)
5/3/2015,66010,180,($93.26)
5/3/2015,83070,278,$189.84 
5/3/2015,66090,172,($19.14)
5/3/2015,62010,292,($444.06)
5/3/2015,66100,175,($3.38)
5/3/2015,65750,157,($482.62)
5/3/2015,61540,288,($37.48)
5/3/2015,63050,206,($3.60)
5/3/2015,65520,205,($22.29)
5/3/2015,65740,173,($452.68)
5/3/2015,66010,217,($69.95)
5/3/2015,66120,178,($1.86)
5/3/2015,65660,295,($150.25)
5/3/2015,71020,175,$925.82 
5/3/2015,66120,271,($1.86)
5/3/2015,61510,155,($77.20)
5/3/2015,72150,224,"$1,317.75 "
5/3/2015,81070,179,$63.25 
5/3/2015,86020,239,$22.44 
5/3/2015,66530,296,($9.54)
5/3/2015,64020,286,$1.47 
5/4/2015,66020,230,($632.42)
5/4/2015,81110,150,$11.56 
5/4/2015,65690,230,($59.46)
5/4/2015,61560,178,($129.31)
5/4/2015,66070,280,($11.51)
5/4/2015,64020,269,$1.62 
5/4/2015,62530,253,($93.96)
5/4/2015,62510,246,($357.24)
5/4/2015,65610,236,($350.24)
5/4/2015,66050,274,($24.55)
5/4/2015,65730,288,$2.00 
5/4/2015,61530,251,($46.46)
5/4/2015,66050,211,($22.83)
5/4/2015,82040,231,$74.37 
5/4/2015,61510,272,($96.49)
5/4/2015,65620,222,($188.21)
5/4/2015,65620,219,($165.62)
5/4/2015,61570,176,($144.63)
5/4/2015,62099,222,$27.18 
5/4/2015,62020,170,($827.72)
5/4/2015,65610,229,($404.12)
5/4/2015,64010,231,$72.81 
5/4/2015,61530,288,($53.61)
5/4/2015,61520,203,($157.24)
5/4/2015,86010,279,$281.24 
5/4/2015,65520,201,($22.29)
5/4/2015,66090,206,($27.84)
5/4/2015,65710,187,($731.09)
5/4/2015,63050,196,($5.28)
5/4/2015,62540,261,($23.31)
5/4/2015,61520,219,($146.19)
5/4/2015,85510,178,$411.30 
5/4/2015,83060,150,$48.54 
5/4/2015,72040,196,"$1,289.87 "
5/4/2015,62520,164,($225.95)
5/4/2015,65650,286,($541.44)
5/4/2015,65730,277,$1.22 
5/4/2015,66130,176,($34.14)
5/4/2015,72010,283,"$3,109.38 "
5/4/2015,61570,171,($98.61)
5/4/2015,61550,273,($331.11)
5/4/2015,65590,163,($32.39)
5/4/2015,61570,273,($83.44)
5/4/2015,65520,214,($8.64)
5/4/2015,65600,201,($161.40)
5/4/2015,63050,154,($5.40)
5/4/2015,65590,167,($53.00)
5/4/2015,83060,165,$58.25 
5/4/2015,64000,179,$282.84 
5/4/2015,62030,184,($130.15)
5/4/2015,65600,159,($624.83)
5/4/2015,62550,267,($33.08)
5/4/2015,82060,157,"$1,233.63 "
5/4/2015,64010,163,$52.95 
5/5/2015,65520,270,($18.58)
5/5/2015,62530,179,($64.06)
5/5/2015,61530,205,($38.60)
5/5/2015,65570,178,($5.90)
5/5/2015,66090,244,($46.40)
5/5/2015,65610,283,($296.35)
5/5/2015,64010,244,$66.19 
5/5/2015,62010,276,"($1,130.33)"
5/5/2015,82060,169,"$1,009.33 "
5/5/2015,65540,211,($235.52)
5/5/2015,86450,194,$13.22 
5/5/2015,65750,278,($371.24)
5/5/2015,66510,283,($72.31)
5/5/2015,83030,157,$199.38 
5/5/2015,86360,231,$20.00 
5/5/2015,86280,239,$72.49 
5/5/2015,65620,168,($250.94)
5/5/2015,65740,168,($377.24)
5/5/2015,62550,261,($50.12)
5/5/2015,65600,241,($211.94)
5/5/2015,82010,231,$201.13 
5/5/2015,81170,293,$32.37 
5/5/2015,65520,287,($17.03)
5/5/2015,62560,202,($18.36)
5/5/2015,73020,160,$183.73 
5/5/2015,66120,188,($1.70)
5/5/2015,62550,264,($40.09)
5/5/2015,73040,195,$186.12 
5/5/2015,62010,186,($847.74)
5/5/2015,71560,247,$72.00 
5/5/2015,65520,154,($36.33)
5/5/2015,66100,278,($5.37)
5/5/2015,66050,256,($26.78)
5/5/2015,66070,295,($12.27)
5/5/2015,66050,172,($16.74)
5/5/2015,86050,246,$124.41 
5/5/2015,71010,203,"$2,039.57 "
5/5/2015,65660,169,($242.71)
5/5/2015,86130,282,$232.79 
5/5/2015,61550,265,($189.21)
5/5/2015,65600,161,($286.93)
5/5/2015,62530,164,($57.66)
5/5/2015,61550,178,($170.81)
5/5/2015,62020,245,($662.18)
5/5/2015,65730,232,$1.79 
5/5/2015,62560,275,($10.49)
5/5/2015,66090,186,($38.28)
5/5/2015,66510,286,($66.74)
5/5/2015,65650,236,($564.00)
5/5/2015,65520,214,($24.77)
5/5/2015,65570,220,($6.56)
5/5/2015,66520,286,($28.32)
5/5/2015,61550,284,($308.33)
5/5/2015,81180,221,$13.47 
5/6/2015,65540,162,($203.81)
5/6/2015,62030,165,($231.38)
5/6/2015,66510,207,($88.99)
5/6/2015,66130,286,($128.18)
5/6/2015,81170,297,$24.28 
5/6/2015,86180,237,$16.84 
5/6/2015,66510,223,($73.42)
5/6/2015,86010,236,$104.87 
5/6/2015,65570,255,($3.69)
5/6/2015,62020,214,($717.36)
5/6/2015,71180,191,$337.02 
5/6/2015,66050,191,($38.61)
5/6/2015,66050,165,($30.44)
5/6/2015,64020,228,$2.84 
5/6/2015,66050,249,($21.91)
5/6/2015,61560,228,($141.43)
5/6/2015,61520,290,($187.13)
5/6/2015,66020,193,($474.31)
5/6/2015,62030,194,($188.00)
5/6/2015,61520,164,($140.34)
5/6/2015,66030,289,($8.32)
5/6/2015,65520,265,($23.22)
5/6/2015,85010,150,$109.24 
5/6/2015,61540,230,($34.08)
5/6/2015,65760,263,($5.12)
5/6/2015,86310,175,$186.23 
5/6/2015,65690,217,($72.67)
5/6/2015,71070,272,($12.01)
5/6/2015,71560,185,$60.00 
5/6/2015,83050,257,$278.15 
5/6/2015,61530,208,($38.60)
5/6/2015,61560,235,($107.76)
5/6/2015,65750,194,($364.49)
5/6/2015,62550,229,($36.08)
5/6/2015,62550,182,($30.07)
5/6/2015,71550,266,$415.19 
5/6/2015,86200,263,$22.77 
5/6/2015,81350,199,$7.07 
5/6/2015,66040,228,($49.85)
5/6/2015,66090,158,($37.42)
5/6/2015,73010,171,$187.05 
5/6/2015,64010,275,$58.25 
5/6/2015,81270,174,$212.75 
5/6/2015,73010,183,$52.20 
5/6/2015,73020,201,$29.80 
5/6/2015,62099,277,$22.15 
5/6/2015,62520,256,($342.34)
5/6/2015,72060,233,"$2,465.47 "
5/6/2015,65620,242,($103.51)
5/6/2015,66030,225,($4.41)
5/6/2015,61550,156,($234.58)
5/6/2015,65730,153,$1.38 
5/6/2015,73040,219,$169.20 
5/6/2015,65740,240,($339.51)
5/7/2015,62010,159,($938.92)
5/7/2015,66050,213,($26.78)
5/7/2015,61540,291,($56.80)
5/7/2015,62020,250,"($1,226.25)"
5/7/2015,66130,170,($49.66)
5/7/2015,61510,282,($70.18)
5/7/2015,86050,258,$131.33 
5/7/2015,66020,168,($501.28)
5/7/2015,65750,239,($593.99)
5/7/2015,65730,188,($8.35)
5/7/2015,62020,169,"($1,011.65)"
5/7/2015,86180,153,$4.11 
5/7/2015,62020,179,($735.75)
5/7/2015,72110,221,"$2,167.38 "
5/7/2015,61530,163,($57.18)
5/7/2015,65750,225,($674.99)
5/7/2015,61510,257,($48.25)
5/7/2015,66030,241,($3.78)
5/7/2015,86020,152,$26.92 
5/7/2015,62010,155,($888.11)
5/7/2015,62020,282,($597.80)
5/7/2015,66050,231,($24.35)
5/7/2015,66510,185,($73.42)
5/7/2015,84020,266,$137.70 
5/7/2015,61570,215,($233.63)
5/7/2015,62020,198,($662.18)
5/7/2015,65570,281,($8.20)
5/7/2015,65570,154,($4.96)
5/7/2015,66020,205,($395.26)
5/7/2015,66080,232,($7.50)
5/7/2015,72070,220,"$3,300.01 "
5/7/2015,66080,153,($6.00)
5/7/2015,65660,277,($226.02)
5/7/2015,66520,190,($23.76)
5/7/2015,64000,238,$157.58 
5/7/2015,66020,218,($431.19)
5/7/2015,65750,298,($539.99)
5/7/2015,66040,170,($29.00)
5/7/2015,71170,193,$587.29 
5/7/2015,62030,197,($238.61)
5/7/2015,62550,260,($27.56)
5/7/2015,62099,253,$31.06 
5/7/2015,62550,246,($36.75)
5/7/2015,62510,290,($396.93)
5/7/2015,66040,184,($59.82)
5/7/2015,86030,215,($4.24)
5/7/2015,82010,158,$223.48 
5/7/2015,64020,236,$1.66 
5/7/2015,66520,150,($19.60)
5/7/2015,72090,290,$755.48 
5/7/2015,86130,263,$258.65 
5/7/2015,66050,294,($18.26)
5/7/2015,72150,223,"$1,757.00 "
5/7/2015,73050,193,$53.92 
5/7/2015,66080,230,($5.50)
5/7/2015,86140,249,$1.60 
5/7/2015,66020,174,($431.19)
5/7/2015,66130,185,($40.35)
5/7/2015,73010,260,$249.40 
5/7/2015,66520,253,($40.37)
5/7/2015,86100,298,$165.64 
5/7/2015,86150,269,$51.04 
5/7/2015,66080,229,($4.13)
5/7/2015,62530,204,($70.47)
5/7/2015,83050,212,$189.65 
5/7/2015,61540,221,($40.61)
5/7/2015,66010,166,($111.28)
5/7/2015,65620,185,($151.82)
5/7/2015,62099,230,$46.51 
5/7/2015,68060,289,($88.03)
5/7/2015,62550,255,($106.44)
5/7/2015,62099,227,$38.05 
5/7/2015,65540,173,($362.34)
5/7/2015,68060,244,($107.59)
5/7/2015,65610,281,($246.96)
5/7/2015,63050,271,($5.76)
5/7/2015,66110,198,($0.40)
5/7/2015,73050,281,$16.24 
5/7/2015,62510,239,($436.62)
5/7/2015,84030,157,$295.00 
5/7/2015,66520,214,($25.74)
5/7/2015,65540,257,($342.41)
5/7/2015,86100,163,$135.53 
5/7/2015,66090,152,($48.72)
5/7/2015,65590,215,($38.87)
5/7/2015,65700,223,($268.36)
5/7/2015,61510,256,($64.33)
5/7/2015,65700,218,($563.55)
5/7/2015,65730,220,$1.51 
5/7/2015,65710,229,($592.49)
5/7/2015,66120,202,($1.65)
5/7/2015,61550,195,($210.23)
5/7/2015,62099,180,$32.21 
5/7/2015,62530,210,($85.42)
5/7/2015,86030,295,($3.86)
5/7/2015,82070,170,$173.57 
5/7/2015,73050,203,$14.18 
5/7/2015,72090,243,"$1,007.30 "
5/7/2015,66040,219,($49.85)
5/7/2015,65550,281,($576.28)
5/7/2015,61510,291,($87.72)
5/7/2015,86150,287,$74.86 
5/7/2015,61550,175,($192.71)
5/7/2015,64020,290,$1.11 
5/7/2015,61560,153,($107.76)
5/7/2015,65590,164,($44.17)
5/7/2015,62020,246,"($1,158.81)"
5/7/2015,65650,167,($488.80)
5/7/2015,66090,285,($28.07)
5/7/2015,65650,236,($406.08)
5/7/2015,66510,246,($83.43)
5/7/2015,66010,203,($100.15)
5/7/2015,64000,277,$212.13 
5/7/2015,72120,276,"$2,358.87 "
5/7/2015,86030,291,($2.89)
5/7/2015,62099,245,$26.58 
5/7/2015,71560,217,$80.00 
5/7/2015,65590,150,($140.33)
5/7/2015,65750,208,($556.86)
5/7/2015,64010,257,$47.66 
5/7/2015,65740,164,($660.16)
5/7/2015,61570,234,($133.50)
5/7/2015,71200,201,$128.04 
5/7/2015,65710,272,($974.78)
5/7/2015,62020,245,"($1,416.32)"
5/7/2015,62560,160,($9.44)
5/7/2015,62520,295,($301.26)
5/7/2015,65620,265,($122.33)
5/7/2015,86100,264,$52.99 
5/7/2015,65700,179,($477.08)
5/7/2015,62530,223,($64.06)
5/7/2015,62520,246,($205.41)
5/7/2015,65520,234,($26.83)
5/7/2015,66020,245,($388.07)
5/7/2015,62550,258,($44.10)
5/7/2015,73040,267,$90.72 
5/7/2015,72120,151,"$2,883.06 "
5/7/2015,73050,153,$51.24 
5/7/2015,62020,202,($919.69)
5/7/2015,66080,167,($7.20)
5/7/2015,66110,294,($0.33)
5/7/2015,86360,188,$22.00 
5/7/2015,65760,253,($9.78)
5/7/2015,65610,193,($395.14)
5/7/2015,64010,245,$63.54 
5/7/2015,64020,171,$2.32 
5/7/2015,73010,168,$220.77 
5/7/2015,65590,176,($47.51)
5/7/2015,65700,262,($295.19)
5/7/2015,65610,202,($493.14)
5/7/2015,73010,212,$230.81 
5/7/2015,71030,283,$336.28 
5/7/2015,73020,233,$43.71 
5/7/2015,62030,242,($303.68)
5/7/2015,86270,234,$113.34 
5/7/2015,86290,254,$94.85 
5/7/2015,65690,294,($70.47)
5/7/2015,86090,227,$82.60 
5/7/2015,65700,209,($387.63)
5/7/2015,66050,282,($51.48)
5/7/2015,62550,288,($77.18)
5/7/2015,66530,151,($6.50)
5/7/2015,81150,287,$13.31 
5/7/2015,65740,278,($339.51)
5/7/2015,66530,225,($10.67)
5/7/2015,65570,287,($5.33)
5/7/2015,73050,258,$79.09 
5/7/2015,64000,271,$237.05 
5/7/2015,65570,201,($9.47)
5/7/2015,64000,184,$145.46 
5/7/2015,81190,255,$65.78 
5/7/2015,86010,248,$52.87 
5/7/2015,86030,236,$147.47 
5/7/2015,65750,269,($303.74)
5/7/2015,66090,187,($22.97)
5/7/2015,61560,189,($88.90)
5/7/2015,66050,241,($27.39)
5/7/2015,66070,294,($8.44)
5/7/2015,66530,239,($11.00)
5/7/2015,61550,298,($280.30)
5/7/2015,73020,202,$172.35 
5/7/2015,65610,288,($628.63)
5/7/2015,71240,281,$493.90 
5/7/2015,65540,210,($418.50)
5/7/2015,65540,270,($298.93)
5/7/2015,62510,214,($496.16)
5/7/2015,65520,244,($43.34)
5/7/2015,66040,194,($38.67)
5/7/2015,81100,170,$116.75 
5/7/2015,72999,196,($229.64)
5/7/2015,62020,247,($797.06)
5/7/2015,61550,157,($204.97)
5/7/2015,72140,251,$760.60 
5/7/2015,72150,194,"$1,932.70 "
5/7/2015,66520,207,($31.19)
5/7/2015,65550,174,($756.36)
5/8/2015,86010,276,$31.40 
5/8/2015,61550,248,($189.21)
5/8/2015,66100,232,($4.06)
5/8/2015,62010,175,($704.19)
5/8/2015,82040,153,$90.89 
5/8/2015,62560,283,($9.62)
5/8/2015,66130,205,($95.60)
5/8/2015,83030,203,$221.53 
5/8/2015,66070,240,($7.53)
5/8/2015,66530,206,($9.60)
5/8/2015,73030,263,$148.54 
5/8/2015,71310,283,"$4,265.96 "
5/8/2015,63050,290,($5.72)
5/8/2015,66520,258,($23.96)
5/8/2015,72130,222,"$2,505.36 "
5/8/2015,65660,272,($183.64)
5/8/2015,65570,221,($4.00)
5/8/2015,65570,272,($3.69)
5/8/2015,66530,189,($12.80)
5/8/2015,66010,249,($63.59)
5/8/2015,61530,287,($71.48)
5/8/2015,65550,288,($518.65)
5/8/2015,66030,247,($3.02)
5/8/2015,65750,157,"($1,219.08)"
5/8/2015,66110,190,($0.26)
5/8/2015,71550,192,$553.58 
5/8/2015,62520,208,($207.12)
5/8/2015,83060,253,$71.20 
5/8/2015,65760,164,($8.80)
5/8/2015,65620,196,($207.03)
5/8/2015,62530,210,($84.08)
5/8/2015,66100,295,($4.51)
5/8/2015,66070,227,($7.67)
5/8/2015,66040,218,($37.39)
5/8/2015,66110,215,($0.46)
5/8/2015,66050,219,($24.35)
5/8/2015,86200,235,$99.40 
5/8/2015,61530,261,($56.29)
5/8/2015,65610,173,($329.28)
5/8/2015,61540,232,($53.67)
5/8/2015,65540,272,($217.40)
5/8/2015,61560,193,($188.58)
5/8/2015,68060,159,($143.46)
5/8/2015,62099,224,$21.74 
5/8/2015,65610,162,($526.85)
5/8/2015,62099,217,$24.16 
5/8/2015,86290,255,$105.39 
5/8/2015,62510,182,($363.85)
5/8/2015,66030,157,($4.62)
5/8/2015,73020,261,$84.03 
5/8/2015,66020,292,($668.37)
5/8/2015,83020,218,$275.97 
5/8/2015,66520,163,($17.82)
5/8/2015,61560,277,($128.41)
5/9/2015,65550,248,($528.25)
5/9/2015,65550,296,($624.30)
5/9/2015,66030,243,($4.03)
5/9/2015,65690,215,($39.64)
5/9/2015,73010,178,$200.70 
5/9/2015,84030,298,$221.25 
5/9/2015,62030,275,($174.98)
5/9/2015,81280,227,$12.16 
5/9/2015,65540,242,($289.87)
5/9/2015,63050,275,($3.90)
5/9/2015,66130,203,($62.08)
5/9/2015,65760,183,($5.24)
5/9/2015,73020,251,$155.11 
5/9/2015,65570,272,($5.41)
5/9/2015,65650,187,($372.24)
5/9/2015,86020,272,$32.91 
5/9/2015,66130,252,($49.66)
5/9/2015,62510,279,($430.38)
5/9/2015,65760,294,($4.54)
5/9/2015,73010,281,$152.94 
5/9/2015,65730,271,$1.35 
5/9/2015,86050,189,$50.15 
5/9/2015,73040,200,$152.28 
5/9/2015,66040,207,($44.86)
5/9/2015,66040,155,($41.12)
5/9/2015,81050,280,$531.93 
5/9/2015,64010,274,$43.02 
5/9/2015,71060,157,($48.91)
5/9/2015,71060,199,($36.68)
5/9/2015,65730,203,$1.80 
5/9/2015,65750,218,($445.49)
5/9/2015,64020,215,$1.35 
5/9/2015,66070,156,($10.98)
5/9/2015,62560,262,($11.54)
5/9/2015,65600,194,($468.62)
5/9/2015,65760,271,($9.32)
5/9/2015,65710,156,($455.76)
5/9/2015,62099,188,$26.58 
5/9/2015,66510,260,($50.06)
5/9/2015,65650,227,($338.40)
5/9/2015,64020,194,$1.47 
5/9/2015,63050,198,($3.30)
5/9/2015,71070,257,($10.81)
5/9/2015,62520,286,($154.05)
5/9/2015,61550,261,($197.09)
5/9/2015,64020,297,$5.77 
5/9/2015,82060,207,"$1,121.48 "
5/9/2015,66050,244,($18.26)
5/9/2015,86010,295,$39.65 
5/9/2015,65740,207,($259.35)
5/9/2015,71060,216,($53.80)
5/9/2015,65540,296,($217.40)
5/9/2015,61520,158,($168.93)
5/9/2015,66090,156,($27.84)
5/10/2015,73020,156,$28.35 
5/10/2015,72140,229,$929.63 
5/10/2015,66110,286,($0.45)
5/10/2015,62550,286,($52.62)
5/10/2015,62560,231,($16.52)
5/10/2015,62010,236,($605.53)
5/10/2015,81260,266,$198.10 
5/10/2015,68050,292,($0.07)
5/10/2015,65620,152,($169.39)
5/10/2015,86050,286,$84.82 
5/10/2015,64020,292,$1.01 
5/10/2015,65740,270,($628.73)
5/10/2015,62020,275,($505.83)
5/10/2015,62530,221,($72.07)
5/10/2015,66070,292,($6.28)
5/10/2015,61540,278,($24.25)
5/10/2015,65690,211,($88.09)
5/10/2015,84020,150,$168.81 
5/10/2015,61550,215,($157.67)
5/10/2015,66020,228,($431.19)
5/10/2015,62010,204,($726.64)
5/10/2015,65700,218,($322.03)
5/10/2015,68060,216,($73.36)
5/10/2015,66020,291,($323.40)
5/10/2015,65540,181,($260.88)
5/10/2015,64020,282,$1.77 
5/10/2015,86180,298,$3.09 
5/10/2015,62020,243,"($1,079.10)"
5/10/2015,66530,277,($8.67)
5/10/2015,61520,183,($126.70)
5/10/2015,86290,164,$79.04 
5/10/2015,66550,209,($85.98)
5/10/2015,64020,268,$1.76 
5/10/2015,62530,277,($80.08)
5/10/2015,61510,192,($92.11)
5/10/2015,65750,289,($364.49)
5/10/2015,66090,230,($53.59)
5/10/2015,86150,230,$68.05 
5/10/2015,86330,270,$494.65 
5/10/2015,71299,238,($20.91)
5/10/2015,61520,258,($175.43)
5/10/2015,66010,257,($63.59)
5/10/2015,73020,216,$102.70 
5/10/2015,65710,151,($957.10)
5/10/2015,62510,281,($372.12)
5/10/2015,73030,246,$33.59 
5/10/2015,73020,229,$34.65 
5/10/2015,61510,171,($75.07)
5/10/2015,61520,199,($228.71)
5/10/2015,66080,264,($6.00)
5/10/2015,71325,193,($408.23)
5/10/2015,65610,192,($359.22)
5/10/2015,66080,271,($10.50)
5/10/2015,62510,183,($357.24)
5/11/2015,62010,241,($775.08)
5/11/2015,71240,205,$370.43 
5/11/2015,65600,240,($269.00)
5/11/2015,66050,295,($46.87)
5/11/2015,62530,227,($69.40)
5/11/2015,86010,152,$249.85 
5/11/2015,66050,285,($29.22)
5/11/2015,65610,186,($395.14)
5/11/2015,62030,157,($141.00)
5/11/2015,65600,150,($146.73)
5/11/2015,66520,251,($26.14)
5/11/2015,86360,291,$18.00 
5/11/2015,86050,229,$113.10 
5/11/2015,65550,275,($581.08)
5/11/2015,65620,235,($146.80)
5/11/2015,65590,215,($61.84)
5/11/2015,61510,187,($57.90)
5/11/2015,64020,229,$7.69 
5/11/2015,72160,275,$963.71 
5/11/2015,62099,279,$23.56 
5/11/2015,66020,155,($538.99)
5/11/2015,73050,251,$36.11 
5/11/2015,65600,231,($244.55)
5/11/2015,63050,296,($4.84)
5/11/2015,62520,215,($188.29)
5/11/2015,66100,173,($4.88)
5/11/2015,66030,239,($6.47)
5/11/2015,62099,162,$26.17 
5/11/2015,62030,182,($273.32)
5/11/2015,73010,233,$61.88 
5/11/2015,65660,235,($115.58)
5/11/2015,62020,269,($551.81)
5/11/2015,65710,222,($596.63)
5/11/2015,73050,166,$12.72 
5/11/2015,64000,264,$175.09 
5/11/2015,71050,257,$246.01 
5/11/2015,65660,171,($256.84)
5/11/2015,62550,253,($30.07)
5/11/2015,66530,214,($6.00)
5/11/2015,72100,273,$484.41 
5/11/2015,66020,213,($592.89)
5/11/2015,81270,209,$234.03 
5/11/2015,82050,222,$3.51 
5/11/2015,61550,203,($211.98)
5/11/2015,65750,278,($531.55)
5/11/2015,66520,163,($45.74)
5/11/2015,66550,218,($123.11)
5/11/2015,65700,238,($429.37)
5/11/2015,61540,168,($40.89)
5/11/2015,66090,243,($30.62)
5/11/2015,65690,284,($39.64)
5/11/2015,81110,276,$14.12 
5/11/2015,73010,207,$46.41 
5/11/2015,73030,184,$450.44 
5/12/2015,66510,295,($55.06)
5/12/2015,83050,215,$252.86 
5/12/2015,66120,252,($2.81)
5/12/2015,86020,222,$5.72 
5/12/2015,68060,158,($110.04)
5/12/2015,65690,163,($101.74)
5/12/2015,62099,246,$18.12 
5/12/2015,62010,280,($645.90)
5/12/2015,73050,255,$13.29 
5/12/2015,83020,295,($52.13)
5/12/2015,73010,265,$56.77 
5/12/2015,65550,254,"($1,008.48)"
5/12/2015,65740,156,($380.38)
5/12/2015,65620,198,($54.53)
5/12/2015,86040,244,$250.79 
5/12/2015,62010,224,($629.75)
5/12/2015,66120,233,($1.69)
5/12/2015,73030,246,$101.28 
5/12/2015,66030,274,($2.31)
5/12/2015,81250,287,$19.28 
5/12/2015,86010,245,$312.49 
5/12/2015,63050,170,($6.40)
5/12/2015,65760,259,($8.20)
5/12/2015,72040,213,"$1,172.61 "
5/12/2015,66550,236,($91.46)
5/12/2015,61510,273,($100.09)
5/12/2015,66010,246,($47.69)
5/12/2015,86020,222,$29.91 
