TranDate,Account,Dept,Sum of Amount,,
03/03/15,82010,260,$134.34 ,,
03/03/15,66520,194,($12.99),,
03/03/15,61540,284,($1.99),,
03/03/15,72130,259,$205.53 ,,
03/03/15,62530,232,($13.00),,
03/03/15,61540,211,($1.85),,
03/03/15,72130,212,$301.44 ,,
03/03/15,81050,287,$188.91 ,,
03/03/15,66050,211,($38.10),,
03/03/15,66050,226,($21.43),,
03/03/15,66010,175,($1.81),,
03/03/15,72120,176,"$2,466.76 ",,
03/03/15,61560,199,($3.31),,
03/03/15,84020,190,$225.08 ,,
03/03/15,64010,183,$12.64 ,,
03/03/15,66510,276,($21.31),,
03/03/15,62520,193,($60.65),,
03/03/15,65590,275,($14.64),,
03/03/15,65710,277,($681.59),,
03/03/15,66030,215,($6.47),,
03/03/15,66120,298,($1.71),,
03/03/15,61510,274,($41.27),,
03/03/15,62020,230,($244.52),,
03/03/15,63060,163,$2.00 ,,
03/03/15,65600,154,($57.42),,
03/03/15,66050,172,($25.72),,
03/03/15,65750,285,($554.14),,
03/03/15,65540,152,($205.73),,
03/03/15,86200,225,$31.20 ,,
03/03/15,83020,227,$287.68 ,,
03/03/15,65690,209,($66.75),,
03/03/15,65540,167,($153.23),,
03/03/15,65740,173,($477.74),,
03/03/15,66550,268,($30.74),,
03/03/15,81260,237,$36.56 ,,
03/03/15,66120,222,($1.71),,
03/03/15,73070,170,$25.26 ,,
03/03/15,66520,235,($7.79),,
03/03/15,72070,199,"$1,921.78 ",,
03/03/15,73010,216,$124.11 ,,
03/03/15,66510,260,($11.99),,
03/04/15,73050,297,$11.57 ,,
03/04/15,65740,205,($390.88),,
03/04/15,65760,283,($5.66),,
03/04/15,66130,276,($54.94),,
03/04/15,65590,187,($13.63),,
03/04/15,66070,211,($2.54),,
03/04/15,65610,287,($8.34),,
03/04/15,64020,230,$9.04 ,,
03/04/15,73030,205,$439.00 ,,
03/04/15,62520,176,($67.39),,
03/04/15,66090,273,($6.96),,
03/04/15,65610,173,($10.75),,
03/04/15,83030,295,$201.71 ,,
03/04/15,61520,155,($107.53),,
03/04/15,65700,180,($95.97),,
03/04/15,64010,196,$16.86 ,,
03/04/15,66110,204,($0.56),,
03/04/15,68060,198,($38.28),,
03/04/15,62550,259,($19.46),,
03/04/15,83020,239,$331.14 ,,
03/04/15,73040,272,$90.72 ,,
03/04/15,61560,245,($2.48),,
03/04/15,73060,264,$1.50 ,,
03/04/15,61520,195,($73.31),,
03/04/15,63060,210,$1.72 ,,
03/04/15,65740,170,($349.86),,
03/04/15,64010,240,$13.91 ,,
03/04/15,66520,266,($11.43),,
03/04/15,65610,231,($16.32),,
03/04/15,64020,153,$8.54 ,,
03/04/15,66020,290,($79.08),,
03/04/15,65690,225,($92.06),,
03/04/15,65740,288,($325.73),,
03/04/15,65660,246,($8.59),,
03/04/15,61550,196,($47.31),,
03/04/15,86160,295,$8.92 ,,
03/04/15,65730,247,($4.05),,
03/04/15,72060,288,$987.70 ,,
03/04/15,83020,226,$60.00 ,,
03/04/15,73070,231,$13.89 ,,
03/04/15,65660,240,($11.45),,
03/04/15,73070,243,$48.62 ,,
03/04/15,65740,247,($521.17),,
03/04/15,66130,266,($67.15),,
03/04/15,64000,182,$110.61 ,,
03/04/15,62520,237,($45.49),,
03/04/15,62560,262,($8.51),,
03/04/15,86180,236,$71.28 ,,
03/04/15,65600,161,($48.60),,
03/05/15,82030,261,$3.98 ,,
03/05/15,61530,296,($14.03),,
03/05/15,71560,182,($9.48),,
03/05/15,65540,255,($114.92),,
03/05/15,65610,170,($8.34),,
03/05/15,68060,185,($46.79),,
03/05/15,66120,158,($1.40),,
03/05/15,65750,242,($554.14),,
03/05/15,72110,203,"$2,064.97 ",,
03/05/15,65610,252,($12.24),,
03/05/15,71010,169,$603.16 ,,
03/05/15,81020,291,$45.00 ,,
03/05/15,73050,288,$30.61 ,,
03/05/15,65710,263,($490.74),,
03/05/15,65610,288,($10.01),,
03/05/15,62020,208,($268.97),,
03/05/15,65610,230,($8.34),,
03/05/15,61510,176,($36.32),,
03/05/15,66050,197,($27.62),,
03/05/15,66520,241,($10.39),,
03/05/15,61550,232,($67.76),,
03/05/15,62550,204,($23.78),,
03/05/15,61560,165,($3.64),,
03/05/15,73030,188,$366.49 ,,
03/05/15,86050,276,$100.64 ,,
03/05/15,66120,278,($1.55),,
03/05/15,65590,279,($13.63),,
03/05/15,61550,206,($69.39),,
03/05/15,62020,199,($183.39),,
03/05/15,65710,266,($654.32),,
03/05/15,81020,156,$60.00 ,,
03/05/15,65750,277,($415.61),,
03/05/15,61550,168,($84.70),,
03/05/15,66030,175,($4.82),,
03/05/15,72020,245,"$1,362.17 ",,
03/05/15,66530,262,($26.18),,
03/05/15,61510,207,($26.60),,
03/05/15,66070,235,($3.15),,
03/05/15,65750,243,($609.56),,
03/05/15,81200,200,$6.65 ,,
03/05/15,64010,251,$15.17 ,,
03/05/15,62020,208,($288.90),,
03/05/15,72010,259,"$3,200.17 ",,
03/05/15,66100,276,($4.01),,
03/05/15,61530,242,($16.83),,
03/05/15,61570,243,($47.12),,
03/05/15,66090,226,($8.64),,
03/05/15,61540,170,($1.85),,
03/05/15,86010,278,$7.70 ,,
03/05/15,66070,207,($3.05),,
03/05/15,86180,245,$24.90 ,,
03/05/15,65750,212,($498.73),,
03/05/15,66010,221,($1.22),,
03/05/15,63060,158,$2.15 ,,
03/05/15,65540,249,($137.91),,
03/05/15,86140,170,$1.10 ,,
03/05/15,63060,273,$1.44 ,,
03/05/15,63060,183,$1.60 ,,
03/05/15,65590,160,($11.36),,
03/05/15,86050,205,$41.78 ,,
03/05/15,73040,194,$100.80 ,,
03/05/15,65730,273,($3.38),,
03/05/15,62099,173,$10.97 ,,
03/05/15,81010,216,$180.00 ,,
03/05/15,63060,173,$1.76 ,,
03/05/15,64010,287,$9.48 ,,
03/05/15,61570,229,($57.59),,
03/05/15,65710,227,($599.79),,
03/05/15,71070,210,($279.03),,
03/05/15,65760,166,($6.29),,
03/05/15,61510,184,($39.62),,
03/05/15,65760,174,($4.72),,
03/05/15,65760,184,($7.55),,
03/05/15,72010,219,"$2,618.32 ",,
03/05/15,66100,250,($3.61),,
03/05/15,71080,170,$11.55 ,,
03/05/15,65730,215,($4.53),,
03/05/15,66040,176,($2.51),,
03/05/15,62550,223,($21.62),,
03/05/15,64010,232,$12.64 ,,
03/05/15,65540,192,($191.54),,
03/05/15,71190,241,$6.36 ,,
03/05/15,66050,257,($28.57),,
03/05/15,61570,156,($47.12),,
03/05/15,86010,225,$132.37 ,,
03/05/15,68060,237,($46.79),,
03/05/15,73010,209,$13.88 ,,
03/05/15,83020,156,$80.00 ,,
03/05/15,61540,213,($1.85),,
03/05/15,66130,239,($89.53),,
03/05/15,66130,210,($76.31),,
03/05/15,66100,275,($3.61),,
03/05/15,62010,167,($263.74),,
03/05/15,71020,185,$222.37 ,,
03/05/15,66050,214,($35.72),,
03/05/15,71010,240,$542.84 ,,
03/05/15,66040,280,($4.19),,
03/05/15,65610,274,($13.35),,
03/05/15,71180,227,($46.33),,
03/05/15,73060,297,$6.00 ,,
03/05/15,65690,220,($51.79),,
03/05/15,62020,196,($183.39),,
03/05/15,86090,174,$40.00 ,,
03/05/15,66020,213,($109.08),,
03/05/15,65750,192,($738.86),,
03/05/15,64020,161,$6.51 ,,
03/05/15,82010,248,$100.76 ,,
03/05/15,65660,282,($10.73),,
03/05/15,73030,228,$792.59 ,,
03/05/15,62030,153,($10.20),,
03/05/15,62010,154,($393.44),,
03/05/15,66130,195,($45.78),,
03/05/15,64010,293,$15.81 ,,
03/05/15,62099,280,$13.41 ,,
03/05/15,66050,172,($25.72),,
03/05/15,73050,261,$1.92 ,,
03/05/15,65700,198,($127.96),,
03/05/15,68060,223,($31.90),,
03/05/15,65660,163,($6.44),,
03/05/15,72040,281,$253.42 ,,
03/05/15,66130,221,($67.15),,
03/05/15,86160,163,$7.43 ,,
03/05/15,66030,261,($4.34),,
03/05/15,65690,210,($62.14),,
03/05/15,65700,154,($127.96),,
03/05/15,66100,250,($3.01),,
03/05/15,65740,273,($434.31),,
03/05/15,64010,239,$12.64 ,,
03/05/15,65590,239,($11.36),,
03/05/15,83020,297,$88.00 ,,
03/05/15,65550,150,($32.76),,
03/05/15,66520,240,($12.28),,
03/05/15,66040,273,($3.35),,
03/05/15,62530,197,($12.10),,
03/05/15,65600,197,($43.74),,
03/05/15,66040,253,($3.35),,
03/05/15,66120,249,($1.40),,
03/05/15,66100,285,($4.01),,
03/05/15,64010,206,$9.48 ,,
03/05/15,61520,203,($107.53),,
03/05/15,64000,151,$135.19 ,,
03/05/15,61570,239,($39.26),,
03/05/15,73020,280,$7.56 ,,
03/05/15,63060,208,$1.20 ,,
03/05/15,61510,219,($33.02),,
03/05/15,63060,170,$1.44 ,,
03/05/15,86290,281,$79.48 ,,
03/05/15,81130,255,$421.22 ,,
03/05/15,61560,261,($2.98),,
03/05/15,64020,240,$7.96 ,,
03/05/15,71050,245,$120.45 ,,
03/05/15,72070,175,"$1,572.37 ",,
03/05/15,65760,295,($6.29),,
03/05/15,85510,240,$411.30 ,,
03/05/15,73010,162,$183.28 ,,
03/05/15,65550,262,($43.69),,
03/05/15,66110,244,($0.45),,
03/05/15,62099,242,$11.79 ,,
03/05/15,66550,262,($24.76),,
03/05/15,85510,234,$548.40 ,,
03/05/15,62010,188,($219.78),,
03/05/15,61540,152,($1.39),,
03/05/15,66510,171,($11.99),,
03/05/15,66530,249,($23.43),,
03/05/15,62530,281,($13.44),,
03/05/15,62020,158,($244.52),,
03/05/15,66130,264,($61.04),,
03/05/15,65760,207,($8.44),,
03/05/15,65690,175,($81.58),,
03/05/15,65660,224,($10.14),,
03/05/15,65690,182,($51.79),,
03/05/15,83010,195,$56.00 ,,
03/05/15,72090,205,$575.78 ,,
03/05/15,73050,150,$38.23 ,,
03/05/15,73040,248,$35.64 ,,
03/05/15,66100,217,($4.01),,
03/05/15,66070,192,($3.15),,
03/05/15,71020,162,$266.85 ,,
03/05/15,61530,224,($20.57),,
03/05/15,66010,224,($1.35),,
03/05/15,64020,235,$7.23 ,,
03/05/15,62020,285,($244.52),,
03/05/15,66130,220,($65.57),,
03/05/15,81350,238,$9.43 ,,
03/05/15,66100,231,($4.41),,
03/05/15,61530,294,($14.03),,
03/05/15,62510,163,($92.91),,
03/05/15,66010,170,($1.49),,
03/05/15,66090,274,($9.50),,
03/05/15,64020,257,$5.43 ,,
03/05/15,86290,162,$97.14 ,,
03/05/15,65700,230,($140.75),,
03/05/15,61550,172,($75.70),,
03/05/15,62030,224,($7.65),,
03/06/15,65740,236,($513.13),,
03/06/15,73070,209,$9.47 ,,
03/06/15,65690,288,($69.05),,
03/06/15,65550,264,($32.76),,
03/06/15,65710,254,($408.95),,
03/06/15,85010,292,$99.31 ,,
03/06/15,65600,213,($60.75),,
03/06/15,62550,227,($23.78),,
03/06/15,62520,200,($50.54),,
03/06/15,72060,279,$808.12 ,,
03/06/15,86010,192,$22.84 ,,
03/06/15,65730,176,($2.72),,
03/06/15,81270,157,$138.27 ,,
03/06/15,85010,279,$74.48 ,,
03/06/15,66120,163,($1.71),,
03/06/15,65590,196,($11.36),,
03/06/15,61560,298,($2.48),,
03/06/15,64000,209,$92.18 ,,
03/06/15,65710,211,($490.74),,
03/06/15,66530,265,($32.00),,
03/06/15,73020,231,$74.89 ,,
03/06/15,73030,191,$121.20 ,,
03/06/15,68060,262,($42.54),,
03/06/15,66110,267,($0.74),,
03/06/15,61530,183,($14.03),,
03/06/15,66110,250,($0.42),,
03/06/15,65600,238,($43.74),,
03/06/15,66010,183,($1.01),,
03/06/15,62560,174,($7.74),,
03/06/15,71010,203,$452.37 ,,
03/06/15,71200,229,$32.27 ,,
03/06/15,68060,196,($42.54),,
03/06/15,86030,278,$1.74 ,,
03/06/15,61540,233,($2.19),,
03/06/15,62099,285,$12.19 ,,
03/06/15,61560,157,($4.14),,
03/06/15,62010,166,($314.75),,
03/06/15,61570,226,($65.44),,
03/06/15,65550,205,($39.32),,
03/06/15,84030,212,$71.50 ,,
03/06/15,64000,260,$122.90 ,,
03/06/15,68060,274,($41.12),,
03/06/15,62560,257,($9.68),,
03/06/15,63060,151,$1.60 ,,
03/06/15,66520,213,($11.16),,
03/06/15,65710,186,($545.27),,
03/06/15,71310,217,"$1,336.11 ",,
03/06/15,65600,289,($36.45),,
03/06/15,62530,221,($14.79),,
03/07/15,66130,268,($81.39),,
03/07/15,65540,169,($153.23),,
03/07/15,73070,263,$33.15 ,,
03/07/15,66110,153,($0.70),,
03/07/15,86180,271,$64.80 ,,
03/07/15,62510,251,($99.79),,
03/07/15,83020,210,$258.91 ,,
03/07/15,66040,236,($3.68),,
03/07/15,65690,205,($74.16),,
03/07/15,65600,216,($58.32),,
03/07/15,86010,266,$3.15 ,,
03/07/15,65710,291,($681.59),,
03/07/15,68060,207,($31.90),,
03/07/15,82060,240,$55.18 ,,
03/07/15,62560,277,($7.21),,
03/07/15,64010,171,$12.22 ,,
03/07/15,66130,197,($54.94),,
03/07/15,62030,232,($8.70),,
03/07/15,61570,195,($52.35),,
03/07/15,65590,229,($22.22),,
03/07/15,61540,250,($1.39),,
03/07/15,72090,176,$431.83 ,,
03/07/15,64020,207,$9.71 ,,
03/07/15,65690,181,($69.05),,
03/07/15,66530,213,($32.00),,
03/07/15,66130,181,($67.15),,
03/07/15,64000,166,$122.90 ,,
03/07/15,71080,162,$12.83 ,,
03/07/15,66030,244,($7.07),,
03/07/15,73020,272,$6.43 ,,
03/07/15,73040,264,$116.10 ,,
03/07/15,72050,290,$298.91 ,,
03/07/15,86180,261,$48.60 ,,
03/07/15,65610,280,($14.94),,
03/07/15,86030,287,($35.05),,
03/07/15,86040,276,"$1,486.71 ",,
03/07/15,65730,159,($4.22),,
03/07/15,61550,298,($63.08),,
03/07/15,73050,154,$2.40 ,,
03/07/15,71070,183,($253.66),,
03/07/15,62530,204,($14.79),,
03/07/15,73030,186,$33.36 ,,
03/07/15,66050,262,($35.72),,
03/07/15,61520,228,($97.75),,
03/07/15,66520,291,($7.79),,
03/07/15,68060,159,($31.90),,
03/07/15,68060,158,($31.90),,
03/07/15,73010,203,$129.58 ,,
03/07/15,73010,195,$168.31 ,,
03/08/15,61530,274,($18.08),,
03/08/15,62020,232,($220.07),,
03/08/15,62020,171,($268.97),,
03/08/15,73030,232,$44.48 ,,
03/08/15,71240,199,$233.90 ,,
03/08/15,86450,199,($43.64),,
03/08/15,63060,207,$1.76 ,,
03/08/15,62530,176,($10.83),,
03/08/15,66530,159,($26.18),,
03/08/15,66090,200,($6.48),,
03/08/15,66050,258,($34.29),,
03/08/15,65540,293,($123.44),,
03/08/15,65600,204,($39.15),,
03/08/15,65760,239,($6.29),,
03/08/15,83010,260,$62.22 ,,
03/08/15,62550,187,($23.78),,
03/08/15,64010,264,$12.64 ,,
03/08/15,62010,241,($293.05),,
03/08/15,65610,205,($8.34),,
03/08/15,64000,166,$122.90 ,,
03/08/15,61510,231,($24.76),,
03/08/15,81220,179,$31.27 ,,
03/08/15,62520,200,($63.18),,
03/08/15,65740,240,($325.73),,
03/08/15,62550,196,($25.94),,
03/08/15,65710,165,($599.79),,
03/08/15,61530,187,($27.43),,
03/08/15,66030,171,($4.66),,
03/08/15,66110,188,($0.61),,
03/08/15,62560,294,($7.93),,
03/08/15,81280,202,$8.42 ,,
03/08/15,66550,151,($34.39),,
03/08/15,64010,237,$15.81 ,,
03/08/15,66520,188,($7.79),,
03/08/15,65750,229,($609.56),,
03/08/15,65660,242,($9.44),,
03/08/15,62099,294,$13.41 ,,
03/08/15,61510,287,($33.02),,
03/08/15,65740,256,($542.89),,
03/08/15,63060,190,$1.76 ,,
03/08/15,61560,156,($4.86),,
03/08/15,62510,179,($111.49),,
03/08/15,63060,230,$1.20 ,,
03/08/15,66530,208,($32.00),,
03/08/15,65610,254,($12.24),,
03/08/15,62010,154,($366.31),,
03/08/15,81150,173,$56.50 ,,
03/08/15,62020,271,($183.39),,
03/08/15,65590,290,($13.63),,
03/09/15,65550,218,($51.61),,
03/09/15,62099,214,$12.19 ,,
03/09/15,65690,240,($69.05),,
03/09/15,66050,208,($25.72),,
03/09/15,61560,295,($3.97),,
03/09/15,66120,279,($1.55),,
03/09/15,81330,293,$70.68 ,,
03/09/15,84020,266,$123.93 ,,
03/09/15,86030,263,($31.86),,
03/09/15,65690,239,($101.27),,
03/09/15,61530,228,($14.03),,
03/09/15,68060,270,($46.79),,
03/09/15,61560,161,($2.48),,
03/09/15,62560,291,($7.21),,
03/09/15,65750,224,($535.67),,
03/09/15,62510,184,($92.91),,
03/09/15,62530,255,($12.10),,
03/09/15,66510,266,($15.98),,
03/09/15,65660,182,($8.59),,
03/09/15,86100,190,$21.81 ,,
03/09/15,66090,250,($8.64),,
03/09/15,62510,204,($69.68),,
03/09/15,66100,196,($4.01),,
03/09/15,66010,292,($1.35),,
03/09/15,85510,214,$493.56 ,,
03/09/15,61540,152,($1.39),,
03/09/15,66090,158,($8.64),,
03/09/15,61570,180,($69.80),,
03/09/15,86050,269,$123.00 ,,
03/09/15,64020,261,$6.51 ,,
03/09/15,71030,153,$81.58 ,,
03/09/15,61510,208,($24.76),,
03/09/15,72040,178,$304.10 ,,
03/09/15,64000,271,$135.19 ,,
03/09/15,64020,152,$7.23 ,,
03/09/15,73070,256,$39.78 ,,
03/09/15,61520,192,($73.31),,
03/09/15,81110,286,$4.16 ,,
03/09/15,71170,225,$169.23 ,,
03/09/15,86050,225,$54.75 ,,
03/09/15,62030,197,($6.96),,
03/09/15,71160,264,$29.46 ,,
03/09/15,73010,216,$70.02 ,,
03/09/15,65540,184,($137.91),,
03/09/15,66040,294,($2.51),,
03/09/15,66120,282,($1.16),,
03/09/15,65590,225,($15.15),,
03/09/15,65690,185,($92.71),,
03/09/15,62520,283,($55.60),,
03/10/15,71325,257,($275.92),,
03/10/15,65740,275,($477.74),,
03/10/15,61560,152,($3.64),,
03/10/15,65760,230,($6.92),,
03/10/15,65710,196,($799.73),,
03/10/15,66530,239,($29.09),,
03/10/15,64020,245,$8.68 ,,
03/10/15,65610,244,($10.01),,
03/10/15,73050,271,$36.73 ,,
03/10/15,73020,166,$79.92 ,,
03/10/15,66030,242,($3.62),,
03/10/15,72110,210,"$1,548.73 ",,
03/10/15,83030,202,$168.09 ,,
03/10/15,62520,189,($45.49),,
03/10/15,65610,286,($8.34),,
03/10/15,72999,185,($174.60),,
03/10/15,65660,272,($10.30),,
03/10/15,63060,171,$1.44 ,,
03/10/15,62020,200,($305.65),,
03/10/15,61570,188,($39.26),,
03/10/15,65750,272,($609.56),,
03/10/15,62099,255,$17.88 ,,
03/10/15,65760,271,($4.72),,
03/10/15,73030,219,$713.33 ,,
03/10/15,66010,184,($1.98),,
03/10/15,64010,177,$11.38 ,,
03/10/15,62560,271,($9.01),,
03/10/15,66100,255,($4.41),,
03/10/15,66010,296,($1.01),,
03/10/15,62550,283,($16.21),,
03/10/15,66510,248,($12.87),,
03/10/15,66110,295,($0.42),,
03/10/15,73010,258,$116.62 ,,
03/10/15,64020,253,$7.23 ,,
03/10/15,61560,200,($2.98),,
03/10/15,66010,169,($1.45),,
03/10/15,62530,176,($12.10),,
03/10/15,65610,164,($10.01),,
03/10/15,73060,150,$1.80 ,,
03/10/15,65730,283,($3.38),,
03/10/15,62520,260,($55.60),,
03/10/15,86010,219,$51.97 ,,
03/10/15,66090,200,($7.78),,
03/10/15,62010,230,($219.78),,
03/10/15,73050,201,$13.88 ,,
03/10/15,65610,173,($10.01),,
03/10/15,65550,159,($32.76),,
03/10/15,62030,178,($8.70),,
03/10/15,72160,270,"$1,283.85 ",,
03/11/15,65760,252,($6.92),,
03/11/15,65540,244,($168.56),,
03/11/15,62560,180,($6.49),,
03/11/15,84020,226,$247.59 ,,
03/11/15,86010,163,$130.93 ,,
03/11/15,62020,279,($358.63),,
03/11/15,72140,235,$624.89 ,,
03/11/15,66530,191,($28.12),,
03/11/15,73030,171,$395.10 ,,
03/11/15,66550,284,($23.05),,
03/11/15,66120,209,($1.83),,
03/11/15,62020,175,($293.42),,
03/11/15,66020,229,($61.36),,
03/11/15,61530,194,($16.83),,
03/11/15,86100,241,$14.87 ,,
03/11/15,81330,295,$86.38 ,,
03/11/15,81090,297,$52.40 ,,
03/11/15,66110,254,($0.50),,
03/11/15,66110,255,($0.61),,
03/11/15,83050,288,$242.33 ,,
03/11/15,86350,181,$32.65 ,,
03/11/15,86450,175,($39.68),,
03/11/15,65540,187,($137.91),,
03/11/15,61560,161,($2.98),,
03/11/15,62020,271,($196.97),,
03/11/15,72020,212,$928.75 ,,
03/11/15,65610,164,($12.24),,
03/11/15,64020,211,$7.96 ,,
03/11/15,86350,273,$29.68 ,,
03/11/15,65600,264,($43.74),,
03/11/15,83010,267,$68.44 ,,
03/11/15,71060,243,$39.65 ,,
03/11/15,86030,287,($28.68),,
03/11/15,73020,286,$66.60 ,,
03/11/15,66040,224,($3.01),,
03/11/15,82070,272,$82.27 ,,
03/11/15,66110,296,($0.75),,
03/11/15,72150,284,"$1,430.65 ",,
03/11/15,71550,182,$83.02 ,,
03/11/15,62020,223,($183.39),,
03/11/15,62560,275,($10.57),,
03/11/15,66510,269,($15.98),,
03/11/15,62030,198,($6.96),,
03/11/15,64000,171,$153.63 ,,
03/11/15,62550,187,($25.54),,
03/11/15,63060,224,$1.20 ,,
03/11/15,73030,220,$594.44 ,,
03/11/15,65730,232,($3.26),,
03/11/15,62030,238,($6.26),,
03/12/15,64020,151,$6.51 ,,
03/12/15,73060,253,$4.50 ,,
03/12/15,71310,199,"$1,469.72 ",,
03/12/15,81230,176,$20.12 ,,
03/12/15,65700,258,($187.67),,
03/12/15,71560,267,$162.71 ,,
03/12/15,66110,247,($0.42),,
03/12/15,71020,276,$326.15 ,,
03/12/15,65550,251,($39.32),,
03/12/15,65760,278,($5.66),,
03/12/15,65740,228,($434.31),,
03/12/15,66030,256,($4.82),,
03/12/15,62560,177,($5.40),,
03/12/15,62099,248,$9.15 ,,
03/12/15,65590,226,($16.66),,
03/12/15,71170,218,$188.04 ,,
03/12/15,73060,163,$8.28 ,,
03/12/15,65750,184,($554.14),,
03/12/15,86280,216,$16.89 ,,
03/12/15,61560,162,($2.98),,
03/12/15,83020,159,$316.45 ,,
03/12/15,84020,257,$103.27 ,,
03/12/15,65590,298,($16.66),,
03/12/15,61570,209,($39.26),,
03/12/15,66020,238,($87.87),,
03/12/15,61510,245,($39.01),,
03/12/15,62550,227,($21.62),,
03/12/15,66510,239,($14.38),,
03/12/15,65600,236,($48.60),,
03/12/15,61530,270,($14.03),,
03/12/15,65750,170,($609.56),,
03/12/15,61530,284,($18.70),,
03/12/15,66550,207,($30.26),,
03/12/15,86270,211,$39.56 ,,
03/12/15,66530,235,($42.66),,
03/12/15,66010,223,($1.01),,
03/12/15,61550,219,($47.31),,
03/12/15,61560,218,($2.48),,
03/12/15,73050,211,$15.42 ,,
03/12/15,65550,177,($48.05),,
03/12/15,61520,266,($107.53),,
03/12/15,61520,298,($117.30),,
03/12/15,62530,263,($13.44),,
03/12/15,86330,177,$214.37 ,,
03/12/15,66050,251,($31.43),,
03/12/15,72070,198,"$1,747.08 ",,
03/12/15,65550,199,($58.25),,
03/12/15,62010,173,($322.35),,
03/12/15,66130,293,($61.04),,
03/12/15,80990,225,"$1,100.67 ",,
03/12/15,81170,264,$16.53 ,,
03/12/15,61570,182,($52.35),,
03/12/15,72999,191,($157.14),,
03/12/15,62530,176,($10.08),,
03/12/15,68060,200,($42.54),,
03/12/15,86040,196,"$1,784.05 ",,
03/12/15,66550,211,($20.63),,
03/12/15,71080,239,$14.12 ,,
03/12/15,64020,170,$7.77 ,,
