TranDate,Account,Dept,Sum of Amount,,
07/02/15,73030,273,$693.04 ,,
07/02/15,65570,290,($29.06),,
07/02/15,63060,152,($4.44),,
07/02/15,61570,165,($138.43),,
07/02/15,66050,182,($25.53),,
07/02/15,62510,183,"($1,006.78)",,
07/02/15,66530,183,($30.97),,
07/02/15,65600,219,($230.71),,
07/02/15,66040,271,($109.63),,
07/02/15,66120,216,($3.19),,
07/02/15,80990,163,"$3,144.58 ",,
07/02/15,86010,272,$748.26 ,,
07/02/15,82060,291,$127.07 ,,
07/02/15,73010,159,$362.55 ,,
07/02/15,81170,186,$16.69 ,,
07/02/15,71325,161,($742.83),,
07/02/15,62030,233,($359.52),,
07/02/15,86290,288,$232.79 ,,
07/02/15,63050,190,($68.93),,
07/02/15,64020,227,$7.33 ,,
07/02/15,66530,213,($22.71),,
07/02/15,65570,238,($30.44),,
07/02/15,66530,292,($30.97),,
07/02/15,72050,241,"$1,810.60 ",,
07/02/15,65740,201,"($1,099.30)",,
07/02/15,62560,240,($25.97),,
07/02/15,86020,297,$14.39 ,,
07/02/15,61520,200,($230.54),,
07/02/15,65520,245,($81.83),,
07/02/15,62520,241,($435.49),,
07/02/15,71160,238,$390.46 ,,
07/02/15,62550,257,($125.75),,
07/02/15,65730,198,($1.72),,
07/02/15,71180,198,$727.77 ,,
07/02/15,62510,240,($656.59),,
07/02/15,73010,202,($29.72),,
07/02/15,68040,284,($33.00),,
07/02/15,81010,229,$75.00 ,,
07/02/15,65660,197,($156.81),,
07/02/15,61570,226,($335.15),,
07/02/15,65740,229,($577.94),,
07/02/15,86290,270,$34.64 ,,
07/02/15,65660,199,($149.68),,
07/02/15,62099,191,$22.28 ,,
07/02/15,61510,204,($98.63),,
07/02/15,61570,243,($241.86),,
07/02/15,62020,248,($979.58),,
07/02/15,61530,265,($81.88),,
07/02/15,66100,195,($5.15),,
07/02/15,82010,263,$428.56 ,,
07/02/15,65730,294,($2.35),,
07/02/15,64000,275,$202.22 ,,
07/02/15,86170,260,$68.07 ,,
07/02/15,62560,154,($13.63),,
07/02/15,64000,279,$202.22 ,,
07/02/15,73030,293,$693.04 ,,
07/02/15,66520,234,($104.19),,
07/02/15,66050,153,($25.53),,
07/02/15,65520,178,($81.83),,
07/02/15,66080,225,($5.45),,
07/02/15,86110,237,$97.19 ,,
07/02/15,62550,268,($122.48),,
07/02/15,86360,295,$94.89 ,,
07/02/15,61550,282,($542.07),,
07/02/15,73050,235,$122.47 ,,
07/02/15,61570,232,($153.00),,
07/02/15,65690,290,($160.34),,
07/02/15,86200,210,$3.47 ,,
07/02/15,62020,248,"($1,688.92)",,
07/02/15,86150,246,$888.26 ,,
07/02/15,82060,222,$559.81 ,,
07/02/15,66510,294,($189.24),,
07/02/15,65540,214,($940.62),,
07/02/15,61560,209,($227.09),,
07/02/15,66080,203,($16.16),,
07/02/15,66120,189,($6.67),,
07/02/15,73010,173,$460.81 ,,
07/02/15,68060,185,($57.19),,
07/02/15,65570,256,($26.29),,
07/02/15,72140,234,$841.00 ,,
07/02/15,72020,288,"$3,753.54 ",,
07/02/15,65700,165,($648.03),,
07/02/15,64010,288,$38.56 ,,
07/02/15,66040,206,($45.28),,
07/02/15,65620,211,($717.35),,
07/02/15,61550,179,($280.25),,
07/02/15,61560,255,($432.55),,
07/02/15,65690,274,($160.34),,
07/02/15,73030,282,$86.83 ,,
07/02/15,65650,156,"($1,179.02)",,
07/02/15,81330,256,$127.50 ,,
07/02/15,73020,247,$400.17 ,,
07/02/15,73050,217,$103.09 ,,
07/02/15,86450,271,($815.56),,
07/02/15,85510,213,$673.39 ,,
07/02/15,62099,284,$26.97 ,,
07/02/15,65740,159,($366.03),,
07/02/15,65710,184,($425.21),,
07/02/15,65540,212,"($1,081.71)",,
07/02/15,71310,275,"$6,841.09 ",,
07/02/15,65690,279,($79.40),,
07/02/15,66010,155,($152.84),,
07/02/15,65690,202,($245.85),,
07/02/15,66040,165,($52.43),,
07/02/15,61510,224,($114.20),,
07/02/15,65650,227,($380.85),,
07/02/15,65660,218,($156.81),,
07/02/15,66510,254,($123.42),,
07/02/15,66040,251,($71.50),,
07/02/15,64000,227,$202.22 ,,
07/02/15,61560,153,($205.46),,
07/02/15,65740,185,($423.82),,
07/02/15,64020,295,$13.96 ,,
07/02/15,81220,196,$344.41 ,,
07/02/15,65760,218,($6.12),,
07/02/15,62010,200,($954.99),,
07/02/15,61570,268,($335.15),,
07/02/15,66030,230,($12.00),,
07/02/15,64020,255,$7.68 ,,
07/02/15,86040,257,$559.40 ,,
07/02/15,62030,288,($263.65),,
07/02/15,72150,280,"$2,131.76 ",,
07/02/15,65690,192,($99.25),,
07/02/15,63060,197,($3.26),,
07/02/15,81220,271,$384.43 ,,
07/02/15,61540,196,($142.41),,
07/02/15,62510,210,($481.50),,
07/02/15,86270,280,$86.78 ,,
07/02/15,73010,187,$99.00 ,,
07/02/15,65760,280,($8.74),,
07/02/15,66110,195,($0.37),,
07/02/15,66020,239,"($1,012.96)",,
07/02/15,64000,284,$234.15 ,,
07/02/15,66050,262,($29.56),,
07/02/15,86200,290,$5.79 ,,
07/02/15,62010,281,($954.99),,
07/02/15,71170,282,$785.72 ,,
07/02/15,66520,253,($32.16),,
07/02/15,66090,166,($75.90),,
07/02/15,65760,293,($13.39),,
07/02/15,62520,235,($239.52),,
07/02/15,65610,298,($379.02),,
07/02/15,66110,212,($0.58),,
07/02/15,65610,153,($917.62),,
07/02/15,83010,251,$42.18 ,,
07/02/15,61510,277,($207.64),,
07/02/15,61550,160,($400.36),,
07/02/15,81200,254,$13.85 ,,
07/02/15,72040,159,"$1,493.12 ",,
07/02/15,72130,224,"$3,447.12 ",,
07/02/15,65570,173,($16.24),,
07/02/15,73020,177,$67.97 ,,
07/02/15,62520,153,($228.63),,
07/02/15,81150,178,$22.30 ,,
07/02/15,66110,254,($0.56),,
07/02/15,65590,277,($203.27),,
07/02/15,73050,184,$14.25 ,,
07/02/15,61540,292,($78.32),,
07/02/15,62010,222,($824.77),,
07/02/15,66530,256,($21.68),,
07/02/15,65660,184,($156.81),,
07/02/15,66130,190,($87.70),,
07/02/15,71070,251,($137.15),,
07/02/15,62520,274,($239.52),,
07/02/15,65540,285,($613.98),,
07/02/15,73010,298,$563.41 ,,
07/02/15,73010,216,$362.55 ,,
07/02/15,71160,188,$390.46 ,,
07/02/15,61570,229,($160.29),,
07/02/15,63050,236,($12.03),,
07/02/15,65590,222,($176.76),,
07/02/15,62510,286,"($1,173.76)",,
07/02/15,86010,168,$39.75 ,,
07/02/15,65520,217,($60.01),,
07/02/15,61530,218,($148.86),,
07/02/15,66550,223,($233.05),,
07/02/15,66050,170,($29.56),,
07/02/15,66050,201,($44.91),,
07/02/15,85010,155,$124.14 ,,
07/02/15,86050,253,$187.94 ,,
07/02/15,81210,197,$483.52 ,,
07/02/15,61550,260,($280.25),,
07/02/15,66070,266,($9.43),,
07/02/15,81230,270,$266.83 ,,
07/02/15,65520,243,($109.10),,
07/02/15,86340,270,$11.85 ,,
07/02/15,86330,291,$651.38 ,,
07/02/15,61530,253,($171.19),,
07/02/15,66100,152,($5.69),,
07/02/15,86200,180,$3.47 ,,
07/03/15,66030,298,($8.40),,
07/03/15,66530,189,($21.68),,
07/03/15,65550,231,"($1,056.72)",,
07/03/15,62530,269,($204.24),,
07/03/15,66100,183,($5.39),,
07/03/15,61540,262,($67.64),,
07/03/15,83060,178,$80.91 ,,
07/03/15,68060,161,($78.77),,
07/03/15,65570,152,($41.51),,
07/03/15,65520,259,($59.93),,
07/03/15,65690,200,($72.78),,
07/03/15,66040,172,($45.28),,
07/03/15,65660,150,($631.42),,
07/03/15,86040,214,$773.13 ,,
07/03/15,73030,174,$452.64 ,,
07/03/15,62020,249,($846.00),,
07/03/15,81010,159,$75.00 ,,
07/03/15,65750,210,"($1,026.20)",,
07/03/15,66530,285,($22.71),,
07/03/15,83040,158,$580.22 ,,
07/03/15,66070,199,($17.15),,
07/03/15,65700,252,($618.57),,
07/03/15,61530,271,($81.88),,
07/03/15,86170,233,$68.07 ,,
07/03/15,64010,219,$70.11 ,,
07/03/15,66100,286,($5.39),,
07/03/15,62030,243,($359.52),,
07/03/15,83020,275,$100.00 ,,
07/03/15,86100,163,$7.44 ,,
07/03/15,62010,265,"($1,193.09)",,
07/03/15,86310,172,$60.17 ,,
07/03/15,86200,212,$5.79 ,,
07/03/15,65750,256,($564.41),,
07/03/15,65650,223,($801.80),,
07/03/15,86010,166,$22.52 ,,
07/03/15,86020,230,$22.82 ,,
07/03/15,66070,266,($9.43),,
07/03/15,86040,256,$773.13 ,,
07/03/15,73050,220,$103.09 ,,
07/03/15,66120,211,($7.27),,
07/03/15,81190,221,$145.31 ,,
07/03/15,65610,277,($638.82),,
07/03/15,65610,224,($438.86),,
07/03/15,66050,289,($28.22),,
07/03/15,61560,199,($237.90),,
07/03/15,61540,232,($78.32),,
07/03/15,61550,277,($613.88),,
07/03/15,65740,168,($423.82),,
07/03/15,66020,203,"($1,350.61)",,
07/03/15,62020,205,"($1,335.79)",,
07/03/15,65600,213,($314.61),,
07/03/15,66030,295,($16.00),,
07/03/15,66120,175,($2.89),,
07/03/15,61530,224,($204.15),,
07/03/15,66090,221,($75.90),,
07/03/15,65590,188,($176.76),,
07/04/15,66050,278,($61.82),,
07/04/15,62530,241,($112.33),,
07/04/15,65730,200,($2.35),,
07/04/15,73020,235,$283.14 ,,
07/04/15,61510,266,($207.64),,
07/04/15,71560,161,$171.22 ,,
07/04/15,62510,290,($415.84),,
07/04/15,65740,259,($886.17),,
07/04/15,63060,291,($3.11),,
07/04/15,66030,179,($18.40),,
07/04/15,61510,201,($114.20),,
07/04/15,62530,218,($153.18),,
07/04/15,86100,296,$179.30 ,,
07/04/15,66090,192,($103.50),,
07/04/15,65620,238,($323.54),,
07/04/15,66120,152,($3.34),,
07/04/15,73020,182,$73.72 ,,
07/04/15,62020,236,($846.00),,
07/04/15,71030,250,$647.48 ,,
07/04/15,86050,161,$70.03 ,,
07/04/15,65730,215,($3.10),,
07/04/15,66010,245,($218.35),,
07/04/15,83020,236,$100.00 ,,
07/04/15,61520,225,($439.13),,
07/04/15,65730,218,($1.64),,
07/04/15,62099,159,$42.44 ,,
07/04/15,61520,206,($208.59),,
07/04/15,86010,185,$128.14 ,,
07/04/15,68060,179,($90.59),,
07/04/15,82040,163,$14.36 ,,
07/04/15,63060,280,($3.26),,
07/04/15,66550,241,($48.27),,
07/04/15,65700,183,($618.57),,
07/04/15,65700,284,($559.66),,
07/04/15,65620,266,($375.75),,
07/04/15,73010,177,$623.90 ,,
07/04/15,65610,263,($917.62),,
07/04/15,73010,248,($599.89),,
07/04/15,72100,289,$808.54 ,,
07/04/15,66080,269,($16.16),,
07/04/15,66030,293,($7.60),,
07/04/15,65620,229,($676.49),,
07/04/15,65550,161,($783.89),,
07/04/15,68060,244,($37.42),,
07/04/15,66010,280,($291.13),,
07/04/15,73010,224,($599.89),,
07/04/15,66110,277,($0.61),,
07/04/15,63060,153,($3.26),,
07/04/15,66010,275,($218.35),,
07/04/15,61520,267,($241.52),,
07/04/15,71550,262,$572.05 ,,
07/04/15,62510,190,($481.50),,
07/04/15,71050,240,$393.86 ,,
07/04/15,81210,263,$374.47 ,,
07/04/15,62020,153,"($1,335.79)",,
07/04/15,66070,167,($14.10),,
07/05/15,65650,186,($440.99),,
07/05/15,63050,202,($10.39),,
07/05/15,86200,200,$39.79 ,,
07/05/15,86050,233,$137.83 ,,
07/05/15,66120,220,($3.34),,
07/05/15,65570,226,($41.51),,
07/05/15,85520,254,$72.66 ,,
07/05/15,62030,271,($479.36),,
07/05/15,72040,202,"$1,493.12 ",,
07/05/15,62099,240,$31.83 ,,
07/05/15,86200,227,$39.79 ,,
07/05/15,86080,185,$739.10 ,,
07/05/15,66550,221,($111.46),,
07/05/15,64000,270,$489.58 ,,
07/05/15,62530,161,($107.23),,
07/05/15,62560,176,($12.34),,
07/05/15,86030,231,($5.66),,
07/05/15,82050,249,$4.88 ,,
07/05/15,66110,257,($0.89),,
07/05/15,65750,177,"($1,068.45)",,
07/05/15,81230,199,$266.83 ,,
07/05/15,65760,220,($5.53),,
07/05/15,81230,206,$266.83 ,,
07/05/15,68060,272,($77.99),,
07/05/15,66010,200,($152.84),,
07/05/15,65730,244,($3.60),,
07/05/15,66090,204,($65.55),,
07/05/15,61540,203,($142.41),,
07/05/15,71180,270,$727.77 ,,
07/05/15,63060,241,($3.26),,
07/05/15,66510,190,($164.56),,
07/05/15,65520,283,($60.01),,
07/05/15,71200,179,$323.76 ,,
07/05/15,72140,296,"$1,330.89 ",,
07/05/15,65760,252,($6.41),,
07/05/15,73040,151,$53.46 ,,
07/05/15,62010,153,"($1,093.67)",,
07/05/15,66040,182,($52.43),,
07/05/15,68060,254,($109.18),,
07/05/15,72040,221,"$1,999.30 ",,
07/05/15,65750,161,($769.65),,
07/05/15,65660,283,($327.87),,
07/05/15,62099,190,$20.16 ,,
07/05/15,66090,247,($103.50),,
07/05/15,68060,230,($78.77),,
07/05/15,62560,291,($25.97),,
07/05/15,66040,262,($50.05),,
07/05/15,71160,284,$390.46 ,,
07/05/15,66530,256,($47.49),,
07/05/15,86170,287,$68.07 ,,
07/05/15,73030,245,$494.10 ,,
07/05/15,64010,216,$36.81 ,,
07/05/15,62520,173,($326.62),,
07/05/15,83010,279,$42.18 ,,
07/05/15,66130,255,($64.32),,
07/06/15,86030,281,$95.29 ,,
07/06/15,66040,220,($116.62),,
07/06/15,71180,195,$829.50 ,,
07/06/15,66520,287,($33.70),,
07/06/15,62010,163,"($2,087.91)",,
07/06/15,66110,201,($0.41),,
07/06/15,62030,283,($251.66),,
07/06/15,73030,220,$165.96 ,,
07/06/15,65700,176,($648.03),,
07/06/15,73030,289,$508.50 ,,
07/06/15,66530,214,($22.55),,
07/06/15,66050,180,($28.22),,
07/06/15,68040,231,($18.86),,
07/06/15,65750,209,($487.44),,
07/06/15,65710,279,($469.97),,
07/06/15,68060,220,($43.33),,
07/06/15,86100,162,$179.30 ,,
07/06/15,81180,169,$779.02 ,,
07/06/15,83010,178,$184.73 ,,
07/06/15,61560,241,($324.41),,
07/06/15,65620,154,($441.19),,
07/06/15,73010,280,$74.00 ,,
07/06/15,84020,257,$497.76 ,,
07/06/15,62010,274,"($1,302.26)",,
07/06/15,62099,247,$31.83 ,,
07/06/15,61570,298,($291.43),,
07/06/15,64020,254,$6.63 ,,
07/06/15,65710,289,($671.39),,
07/06/15,62020,266,($935.05),,
07/06/15,65570,212,($12.99),,
07/06/15,65520,161,($60.01),,
07/06/15,81900,166,$622.91 ,,
07/06/15,65700,173,"($1,354.96)",,
07/06/15,61570,189,($218.57),,
07/06/15,65520,296,($125.47),,
07/06/15,71020,254,"$1,487.85 ",,
07/06/15,86050,187,$92.66 ,,
07/06/15,61510,174,($155.73),,
07/06/15,65690,184,($117.58),,
07/06/15,73020,287,$400.17 ,,
07/06/15,63050,267,($21.88),,
07/06/15,65620,173,($588.25),,
07/06/15,71180,249,$727.77 ,,
07/06/15,83010,160,$42.18 ,,
07/06/15,66040,228,($52.43),,
07/06/15,65760,274,($11.65),,
07/06/15,63050,176,($12.03),,
07/06/15,73010,227,$140.32 ,,
07/06/15,86010,197,$13.08 ,,
07/06/15,65610,259,($418.91),,
07/06/15,81260,206,$50.64 ,,
07/06/15,65620,264,($409.91),,
07/06/15,61570,245,($153.00),,
07/06/15,63050,273,($12.03),,
07/06/15,65750,217,($487.44),,
07/07/15,65710,275,($492.35),,
07/07/15,66070,172,($9.43),,
07/07/15,73040,255,$40.50 ,,
07/07/15,61570,293,($461.74),,
07/07/15,66100,165,($5.39),,
07/07/15,62550,280,($67.36),,
07/07/15,66530,228,($47.49),,
07/07/15,73030,188,$473.43 ,,
07/07/15,62510,156,($481.50),,
07/07/15,65750,236,"($1,495.83)",,
07/07/15,71010,239,"$2,600.93 ",,
07/07/15,64010,269,$52.58 ,,
07/07/15,64010,272,$52.58 ,,
07/07/15,62030,164,($227.69),,
07/07/15,86200,246,$125.99 ,,
07/07/15,73050,173,$22.31 ,,
07/07/15,65730,245,($4.33),,
07/07/15,66550,211,($111.46),,
07/07/15,65760,270,($11.53),,
07/07/15,66080,166,($29.38),,
07/07/15,61550,184,($293.60),,
07/07/15,66080,199,($22.03),,
07/07/15,65610,188,($438.86),,
07/07/15,65570,167,($26.29),,
07/07/15,73040,156,$268.50 ,,
07/07/15,62030,248,($323.04),,
07/07/15,66040,195,($71.50),,
07/07/15,62510,195,($670.72),,
07/07/15,65650,256,($842.16),,
07/07/15,65750,250,($769.65),,
07/07/15,64010,175,$33.30 ,,
07/07/15,72050,209,"$1,905.82 ",,
07/07/15,62510,211,($415.84),,
07/07/15,65620,235,($323.54),,
07/07/15,85510,274,$808.93 ,,
07/07/15,81260,262,$50.64 ,,
07/07/15,62560,288,($12.34),,
07/07/15,72100,290,$808.54 ,,
07/07/15,66020,248,"($1,070.15)",,
07/07/15,65540,276,($517.34),,
07/07/15,62530,240,($112.33),,
07/07/15,86200,235,$3.47 ,,
07/07/15,66550,153,($106.39),,
07/07/15,66110,218,($0.43),,
07/07/15,62510,285,"($1,006.78)",,
07/07/15,86180,236,($106.25),,
07/07/15,65650,197,($380.85),,
07/07/15,65650,200,($801.80),,
07/07/15,81210,275,$374.47 ,,
07/07/15,64010,295,$67.44 ,,
07/07/15,62020,163,($935.05),,
07/07/15,65520,237,($109.10),,
07/07/15,86010,283,$125.02 ,,
07/07/15,66030,218,($12.00),,
07/07/15,65630,194,$0.11 ,,
07/08/15,65700,205,($883.67),,
07/08/15,66110,211,($0.43),,
07/08/15,63050,153,($10.39),,
07/08/15,81190,164,$10.48 ,,
07/08/15,65650,200,($440.99),,
07/08/15,62510,167,($875.46),,
07/08/15,66120,230,($6.08),,
07/08/15,65750,267,($769.65),,
07/08/15,61540,284,($231.65),,
07/08/15,62030,261,($359.52),,
07/08/15,65570,296,($26.29),,
07/08/15,66510,277,($86.39),,
07/08/15,81350,221,$11.77 ,,
07/08/15,71160,161,$572.90 ,,
07/08/15,65700,243,($618.57),,
07/08/15,65590,286,($97.22),,
07/08/15,61530,220,($148.86),,
07/08/15,73050,296,$122.47 ,,
07/08/15,81010,259,$75.00 ,,
07/08/15,73040,271,$196.50 ,,
07/08/15,66130,261,($64.32),,
07/08/15,62030,275,($479.36),,
07/08/15,62030,200,($551.26),,
07/08/15,64000,249,$319.29 ,,
07/08/15,61510,270,($114.20),,
07/08/15,64020,245,$10.47 ,,
07/08/15,68060,169,($37.42),,
07/08/15,86320,296,$13.76 ,,
07/08/15,83070,153,$205.50 ,,
07/08/15,73020,245,$283.14 ,,
07/08/15,85520,209,$72.66 ,,
07/08/15,66510,289,($164.56),,
07/08/15,66030,197,($8.80),,
07/08/15,61550,172,($533.81),,
07/08/15,71299,292,($50.51),,
07/08/15,73030,292,$86.83 ,,
07/08/15,66050,269,($41.17),,
07/08/15,65570,195,($63.65),,
07/08/15,64000,295,$234.15 ,,
07/08/15,71020,196,"$1,585.13 ",,
07/08/15,86350,284,$165.24 ,,
07/08/15,63050,269,($12.03),,
07/08/15,66040,179,($95.33),,
07/08/15,72060,193,"$3,603.48 ",,
07/08/15,65650,241,($601.35),,
07/08/15,86150,178,$177.42 ,,
07/08/15,62510,247,($415.84),,
07/08/15,65550,174,"($1,425.25)",,
07/08/15,66510,211,($90.51),,
07/08/15,62099,255,$42.44 ,,
07/08/15,61520,159,($241.52),,
07/08/15,61530,222,($111.65),,
07/08/15,61530,195,($81.88),,
07/08/15,66050,153,($25.53),,
07/08/15,65590,233,($99.79),,
07/09/15,62020,202,($846.00),,
07/09/15,62520,215,($435.49),,
07/09/15,68060,179,($59.08),,
07/09/15,66510,257,($90.51),,
07/09/15,62520,272,($492.63),,
07/09/15,66070,251,($12.86),,
07/09/15,81010,281,$75.00 ,,
07/09/15,61560,191,($432.55),,
07/09/15,66010,167,($218.35),,
07/09/15,66070,182,($19.22),,
07/09/15,72040,211,"$1,493.12 ",,
07/09/15,65550,179,"($2,017.37)",,
07/09/15,66040,175,($50.05),,
07/09/15,66020,175,"($1,012.96)",,
07/09/15,65600,175,($218.15),,
07/09/15,71070,197,($64.61),,
07/09/15,65620,230,($308.83),,
07/09/15,66080,234,($33.78),,
07/09/15,65760,151,($6.12),,
07/09/15,65730,265,($3.60),,
07/09/15,65610,156,($379.02),,
07/09/15,83060,233,$80.91 ,,
07/09/15,73050,162,$11.96 ,,
07/09/15,66520,286,($33.70),,
07/09/15,65600,204,($220.23),,
07/09/15,65550,280,($748.25),,
07/09/15,66070,298,($8.15),,
07/09/15,63060,155,($2.81),,
07/09/15,66520,182,($33.70),,
07/09/15,65760,157,($8.74),,
07/09/15,65590,150,($97.22),,
07/09/15,66530,288,($41.30),,
07/09/15,66510,223,($78.17),,
07/09/15,65540,294,($517.34),,
07/09/15,83050,258,$319.96 ,,
07/09/15,61510,282,($381.60),,
07/09/15,73020,195,$73.72 ,,
07/09/15,65650,286,($420.94),,
07/09/15,72160,283,"$2,527.01 ",,
07/09/15,86180,214,$49.50 ,,
07/09/15,86290,205,$232.79 ,,
07/09/15,64010,200,$118.02 ,,
07/09/15,65600,168,($297.47),,
07/09/15,63060,236,($6.81),,
07/09/15,61540,257,($163.77),,
07/09/15,61510,277,($114.20),,
07/09/15,73050,181,$103.09 ,,
07/09/15,65620,274,($441.19),,
07/09/15,66110,251,($0.43),,
07/09/15,73050,288,$72.99 ,,
07/09/15,82040,242,$48.78 ,,
07/09/15,66550,256,($111.46),,
07/09/15,66120,241,($3.34),,
07/09/15,65540,153,($493.82),,
07/09/15,66120,203,($3.34),,
07/09/15,61530,196,($285.81),,
07/09/15,61530,279,($163.32),,
07/09/15,62520,276,($239.52),,
07/09/15,66090,272,($138.00),,
07/09/15,86180,186,$34.58 ,,
07/09/15,66080,170,($13.95),,
07/09/15,66550,233,($106.39),,
07/09/15,86030,165,($5.66),,
07/09/15,66130,233,($64.32),,
07/09/15,68060,178,($43.33),,
07/09/15,66530,269,($28.19),,
07/09/15,85010,156,$163.86 ,,
07/09/15,66030,242,($12.00),,
07/09/15,86180,178,($106.25),,
07/09/15,65740,204,($404.56),,
07/09/15,65690,162,($213.78),,
07/09/15,66520,255,($76.41),,
07/09/15,86140,271,$1.32 ,,
07/09/15,65570,218,($41.51),,
07/09/15,62530,246,($153.18),,
07/09/15,86100,255,$247.23 ,,
07/09/15,62020,256,($935.05),,
07/09/15,86310,182,$60.17 ,,
07/09/15,83020,269,"$1,002.87 ",,
07/09/15,66090,162,($75.90),,
07/09/15,65520,159,($81.83),,
07/09/15,81900,244,$622.91 ,,
07/09/15,61530,213,($78.15),,
07/09/15,86130,214,$161.70 ,,
07/09/15,84020,204,$246.82 ,,
07/09/15,86170,250,$68.07 ,,
07/09/15,65660,170,($327.87),,
07/09/15,61520,174,($241.52),,
07/09/15,62550,193,($67.36),,
07/09/15,68060,221,($59.08),,
07/09/15,61550,256,($293.60),,
07/09/15,65740,277,($770.58),,
07/09/15,86340,235,$11.85 ,,
07/09/15,62030,274,($263.65),,
07/09/15,62020,288,($979.58),,
07/09/15,66040,288,($95.33),,
07/09/15,61560,293,($324.41),,
07/09/15,64020,193,$6.63 ,,
07/09/15,66110,238,($0.41),,
07/09/15,82050,298,$4.88 ,,
07/09/15,66020,177,($742.84),,
07/09/15,65660,167,($135.42),,
07/09/15,66120,229,($6.99),,
07/09/15,66510,157,($189.24),,
07/09/15,65650,274,($440.99),,
07/09/15,61540,290,($74.76),,
07/09/15,64000,197,$223.51 ,,
07/09/15,66090,204,($75.90),,
07/09/15,65550,232,($783.89),,
07/09/15,86040,235,$441.84 ,,
07/09/15,65540,250,"($1,074.47)",,
07/09/15,81190,183,$10.48 ,,
07/09/15,86100,181,$1.90 ,,
07/09/15,73050,158,$19.98 ,,
07/09/15,73010,219,$362.55 ,,
07/09/15,66510,267,($90.51),,
07/09/15,66520,183,($32.16),,
07/09/15,62020,209,($979.58),,
07/09/15,65540,263,($562.82),,
07/09/15,66030,274,($31.88),,
07/09/15,85520,189,$72.66 ,,
07/09/15,62099,156,$48.80 ,,
07/09/15,66130,267,($87.70),,
07/09/15,64020,192,$13.96 ,,
07/09/15,64010,235,$38.56 ,,
07/09/15,62550,162,($140.85),,
07/09/15,64000,257,$425.73 ,,
07/09/15,72110,274,"$2,346.90 ",,
07/09/15,65750,217,"($1,026.20)",,
07/09/15,65750,170,($564.41),,
07/09/15,86020,189,$14.39 ,,
07/09/15,64010,193,$80.63 ,,
07/09/15,65550,169,($748.25),,
07/09/15,86200,179,$3.47 ,,
07/09/15,61510,201,($155.73),,
07/09/15,62560,282,($25.97),,
07/09/15,63060,155,($3.11),,
07/09/15,66520,237,($61.26),,
07/09/15,66100,190,($5.39),,
07/09/15,61520,222,($241.52),,
07/09/15,66020,198,($709.07),,
07/09/15,86040,153,$441.84 ,,
07/09/15,80990,194,"$4,198.72 ",,
07/09/15,61560,271,($205.46),,
07/09/15,65630,272,$0.20 ,,
07/09/15,66100,201,($9.80),,
07/09/15,66080,255,($16.16),,
07/09/15,86020,298,$26.97 ,,
07/09/15,65700,197,($648.03),,
07/09/15,65590,171,($132.57),,
