TranDate,Account,Dept,Sum of Amount
08/02/15,65620,158,($191.63)
08/02/15,61570,280,($216.15)
08/02/15,65590,172,($66.80)
08/02/15,64000,262,$441.51 
08/02/15,83060,249,$64.73 
08/02/15,73010,239,($406.40)
08/02/15,66020,278,($568.23)
08/02/15,65730,164,($1.19)
08/02/15,82060,250,$225.45 
08/02/15,62520,239,($341.07)
08/02/15,66520,255,($17.79)
08/02/15,65620,191,($221.89)
08/02/15,64010,265,$20.91 
08/02/15,73010,189,$195.69 
08/02/15,66040,174,($35.81)
08/02/15,65570,199,($69.78)
08/02/15,62030,231,($213.64)
08/02/15,73020,242,$29.60 
08/02/15,62010,224,"($1,148.10)"
08/02/15,66070,220,($18.19)
08/02/15,64020,226,$4.86 
08/02/15,66100,154,($3.12)
08/02/15,65750,227,($430.99)
08/02/15,81270,242,$255.32 
08/02/15,64000,161,$507.74 
08/02/15,65660,175,($52.54)
08/02/15,66530,192,($10.62)
08/03/15,86330,223,$529.28 
08/03/15,82070,207,$51.87 
08/03/15,82040,219,$20.77 
08/03/15,73050,189,$11.20 
08/03/15,86010,179,$346.43 
08/03/15,86050,177,$55.67 
08/03/15,71180,203,$313.44 
08/03/15,65620,228,($191.63)
08/03/15,66100,250,($3.61)
08/03/15,61550,222,($386.92)
08/03/15,61550,223,($183.79)
08/03/15,66080,203,($8.53)
08/03/15,66520,194,($13.04)
08/03/15,66040,296,($30.92)
08/03/15,62560,210,($4.49)
08/03/15,64010,183,$43.72 
08/03/15,66070,248,($13.34)
08/03/15,61520,265,($219.78)
08/03/15,83060,227,$64.73 
08/03/15,65690,206,($55.84)
08/03/15,66020,154,($568.23)
08/03/15,73020,184,$37.02 
08/03/15,66020,245,($542.40)
08/03/15,81220,185,$346.21 
08/03/15,65740,249,($646.14)
08/03/15,66010,163,($105.21)
08/03/15,65690,162,($64.66)
08/03/15,66070,286,($13.34)
08/03/15,86100,198,$132.81 
08/03/15,66010,259,($90.86)
08/03/15,66510,157,($97.98)
08/03/15,65700,223,($605.00)
08/03/15,61540,186,($47.63)
08/03/15,61550,297,($444.96)
08/03/15,62540,222,($22.82)
08/03/15,65730,194,($2.50)
08/03/15,86180,264,$20.71 
08/03/15,66080,258,($15.50)
08/03/15,65600,278,($347.60)
08/03/15,62560,219,($4.49)
08/03/15,66020,224,($490.74)
08/03/15,62010,170,($803.67)
08/03/15,73020,227,$29.60 
08/03/15,65710,235,($425.31)
08/03/15,65690,240,($117.56)
08/03/15,66010,225,($105.21)
08/03/15,62560,274,($4.49)
08/03/15,63060,288,$2.60 
08/03/15,65550,294,($857.38)
08/03/15,65550,215,"($1,224.83)"
08/03/15,86180,257,$27.66 
08/03/15,71560,195,$178.29 
08/03/15,65550,274,"($1,878.07)"
08/03/15,71160,278,$268.19 
08/03/15,66100,248,($4.93)
08/03/15,65710,227,($579.97)
08/04/15,66080,234,($7.36)
08/04/15,65540,285,($867.10)
08/04/15,86260,172,$1.02 
08/04/15,66050,257,($66.12)
08/04/15,65550,245,"($1,878.07)"
08/04/15,73050,230,$16.02 
08/04/15,65650,240,($133.77)
08/04/15,81050,230,$547.34 
08/04/15,68060,221,($72.53)
08/04/15,66050,275,($30.19)
08/04/15,61560,245,($117.15)
08/04/15,66130,284,($93.50)
08/04/15,63060,277,$2.60 
08/04/15,65570,237,($60.68)
08/04/15,66030,163,($8.61)
08/04/15,61510,280,($121.27)
08/04/15,65740,166,($355.38)
08/04/15,66080,201,($8.14)
08/04/15,65700,190,($825.00)
08/04/15,71010,258,"$3,217.13 "
08/04/15,62560,263,($4.49)
08/04/15,65620,152,($221.89)
08/04/15,64020,261,$4.64 
08/04/15,82050,200,$39.08 
08/04/15,71070,279,($29.96)
08/04/15,72999,200,($413.99)
08/04/15,66130,154,($44.41)
08/04/15,62020,284,($622.67)
08/04/15,66090,205,($43.68)
08/04/15,83060,159,$64.73 
08/04/15,62520,150,($341.07)
08/04/15,65620,297,($302.58)
08/04/15,65590,267,($66.80)
08/04/15,66030,228,($8.61)
08/04/15,65740,273,($339.23)
08/04/15,62550,262,($49.84)
08/04/15,86170,237,$122.00 
08/04/15,66520,283,($12.45)
08/04/15,66040,217,($35.81)
08/04/15,86200,277,$49.43 
08/04/15,65750,209,($820.93)
08/04/15,62010,249,($841.94)
08/04/15,65540,209,"($1,081.71)"
08/04/15,86400,182,($2.11)
08/04/15,65610,185,($459.18)
08/04/15,65650,190,($133.77)
08/04/15,61560,172,($106.00)
08/04/15,61520,188,($209.79)
08/04/15,66090,212,($43.68)
08/04/15,66090,152,($158.70)
08/04/15,61540,279,($49.90)
08/04/15,73050,197,$40.38 
08/04/15,86100,214,$34.75 
08/04/15,62030,175,($388.44)
08/04/15,66110,265,($0.62)
08/04/15,66050,247,($31.62)
08/05/15,86180,189,$27.66 
08/05/15,71170,235,$532.31 
08/05/15,66100,203,($3.61)
08/05/15,65650,276,($243.22)
08/05/15,72050,160,($348.22)
08/05/15,61560,159,($122.73)
08/05/15,61530,254,($159.75)
08/05/15,65570,199,($33.37)
08/05/15,66120,162,($4.12)
08/05/15,66130,206,($44.41)
08/05/15,62020,245,($537.76)
08/05/15,66070,224,($11.52)
08/05/15,65610,235,($438.31)
08/05/15,65700,202,($825.00)
08/05/15,65590,176,($127.23)
08/05/15,66510,258,($71.86)
08/05/15,73010,293,$315.30 
08/05/15,73030,285,$197.55 
08/05/15,62530,244,($90.58)
08/05/15,65600,202,($482.40)
08/05/15,65590,236,($127.23)
08/05/15,81090,172,$588.78 
08/05/15,61520,274,($189.81)
08/05/15,65600,220,($158.69)
08/05/15,65550,228,($898.21)
08/05/15,65650,205,($133.77)
08/05/15,65690,242,($88.17)
08/05/15,72140,167,$659.32 
08/05/15,65690,240,($61.72)
08/05/15,86010,285,$31.40 
08/05/15,86100,230,$132.81 
08/05/15,81090,218,$588.78 
08/05/15,65620,250,($463.96)
08/05/15,84020,239,$141.43 
08/05/15,65520,247,($45.28)
08/05/15,65700,248,"($1,265.01)"
08/05/15,62510,267,($470.10)
08/05/15,73040,226,$111.60 
08/05/15,62530,252,($172.53)
08/05/15,64000,242,$507.74 
08/05/15,64020,188,$4.86 
08/05/15,62520,227,($341.07)
08/05/15,65660,194,($75.06)
08/05/15,65620,212,($211.81)
08/05/15,86040,181,$362.59 
08/05/15,61570,280,($393.00)
08/05/15,66110,170,($0.34)
08/05/15,66050,237,($31.62)
08/05/15,62030,168,($213.64)
08/05/15,61540,264,($68.04)
08/05/15,66040,238,($35.81)
08/05/15,61560,239,($167.36)
08/05/15,62530,251,($198.40)
08/05/15,61570,167,($216.15)
08/05/15,66070,291,($24.26)
08/05/15,66530,209,($7.79)
08/06/15,62550,162,($49.84)
08/06/15,86010,222,$104.95 
08/06/15,65660,229,($52.54)
08/06/15,68060,197,($29.96)
08/06/15,62030,268,($388.44)
08/06/15,63060,208,$4.73 
08/06/15,65610,185,($834.88)
08/06/15,65700,200,($825.00)
08/06/15,62030,257,($213.64)
08/06/15,65600,252,($226.70)
08/06/15,66020,227,($774.86)
08/06/15,71070,250,($29.96)
08/06/15,83010,209,($3.96)
08/06/15,62540,151,($17.11)
08/06/15,64000,267,$242.83 
08/06/15,62099,224,$21.07 
08/06/15,65610,256,($960.11)
08/06/15,65690,166,($64.66)
08/06/15,66510,196,($62.06)
08/06/15,62510,242,($641.05)
08/06/15,66010,248,($143.46)
08/06/15,65620,219,($211.81)
08/06/15,64010,292,$20.91 
08/06/15,62550,192,($49.84)
08/06/15,86270,183,$174.21 
08/06/15,66090,272,($39.52)
08/06/15,73010,160,$59.20 
08/06/15,66090,263,($45.76)
08/06/15,64010,224,$18.06 
08/06/15,62540,178,($12.55)
08/06/15,71020,246,"$1,292.11 "
08/06/15,62030,292,($213.64)
08/06/15,62020,271,($622.67)
08/06/15,66110,242,($0.71)
08/06/15,65620,208,($211.81)
08/06/15,65750,284,($820.93)
08/06/15,62550,284,($90.61)
08/06/15,61530,228,($138.91)
08/06/15,73010,159,$315.30 
08/06/15,86040,153,$563.58 
08/06/15,65650,282,($127.69)
08/06/15,62550,170,($67.96)
08/06/15,61530,251,($76.40)
08/06/15,65700,184,($522.50)
08/06/15,65650,177,($182.42)
08/06/15,66100,216,($4.93)
08/06/15,62010,202,($803.67)
08/06/15,66530,220,($6.73)
08/06/15,73010,171,($406.40)
08/06/15,64000,189,$209.72 
08/06/15,65620,199,($403.44)
08/06/15,65740,181,($355.38)
08/06/15,62540,150,($12.55)
08/06/15,64020,184,$4.20 
08/06/15,65650,254,($133.77)
08/06/15,65600,285,($143.57)
08/06/15,86400,226,($2.11)
08/06/15,66090,183,($45.76)
08/06/15,65610,180,($438.31)
08/06/15,81060,165,$689.50 
08/06/15,62530,265,($198.40)
08/06/15,61510,236,($185.95)
08/06/15,66550,273,($136.44)
08/06/15,73010,278,($406.40)
08/06/15,65590,271,($146.32)
08/06/15,81260,287,$60.11 
08/06/15,66020,196,($490.74)
08/06/15,65730,171,($1.38)
08/06/15,66550,284,($71.63)
08/06/15,61570,297,($335.15)
08/06/15,66050,241,($31.62)
08/06/15,71550,248,"$1,203.31 "
08/06/15,81260,159,$60.11 
08/06/15,66070,244,($13.34)
08/06/15,66550,268,($136.44)
08/06/15,65520,280,($43.22)
08/06/15,65520,195,($45.28)
08/06/15,64020,199,$8.84 
08/06/15,85510,251,$538.71 
08/06/15,66520,275,($13.04)
08/06/15,62540,209,($12.55)
08/06/15,66050,177,($27.31)
08/06/15,66020,297,($490.74)
08/06/15,64010,166,$20.91 
08/06/15,81220,202,$346.21 
08/06/15,72120,181,"$2,488.08 "
08/06/15,66510,271,($71.86)
08/06/15,66080,291,($17.83)
08/06/15,61550,178,($290.19)
08/06/15,66010,154,($219.98)
08/06/15,86050,223,$55.67 
08/06/15,65700,278,($577.50)
08/06/15,86350,267,$93.08 
08/06/15,80990,162,"$2,143.66 "
08/06/15,86135,229,($101.80)
08/06/15,73030,154,$46.43 
08/06/15,66100,241,($4.93)
08/06/15,73020,232,$29.60 
08/06/15,66080,207,($8.53)
08/06/15,65740,189,($743.07)
08/06/15,64020,175,$8.84 
08/06/15,65540,290,($476.91)
08/06/15,65590,210,($146.32)
08/06/15,86290,223,$19.67 
08/06/15,65650,241,($279.71)
08/06/15,61530,237,($104.18)
08/06/15,66130,169,($93.50)
08/06/15,73050,177,$91.62 
08/06/15,62030,171,($203.93)
08/06/15,66090,196,($45.76)
08/06/15,66120,258,($3.58)
08/06/15,65600,165,($143.57)
08/06/15,66050,156,($30.19)
08/06/15,86020,175,$90.53 
08/06/15,62510,284,($641.05)
08/06/15,82040,187,$20.77 
08/06/15,66550,265,($75.04)
08/06/15,66040,273,($48.83)
08/06/15,62020,258,($849.10)
08/06/15,66510,179,($62.06)
08/06/15,71190,227,$137.91 
08/06/15,83010,257,($3.96)
08/06/15,64000,241,$242.83 
08/06/15,71170,296,$532.31 
08/06/15,66020,178,($774.86)
08/06/15,62010,262,($841.94)
08/06/15,62099,291,$19.06 
08/06/15,62510,202,($448.74)
08/06/15,83050,206,$254.76 
08/06/15,86010,239,($22.43)
08/06/15,65730,155,($1.88)
08/06/15,65590,253,($69.98)
08/06/15,66120,258,($2.68)
08/06/15,64020,184,$8.84 
08/06/15,86350,276,$93.08 
08/06/15,65730,203,($1.38)
08/06/15,66530,244,($14.16)
08/06/15,62510,192,($448.74)
08/06/15,66020,213,"($1,033.14)"
08/06/15,66070,201,($18.19)
08/06/15,62520,164,($392.23)
08/06/15,65700,202,"($1,265.01)"
08/06/15,66110,269,($0.71)
08/06/15,61560,227,($122.73)
08/06/15,61560,297,($256.62)
08/06/15,71050,269,$505.68 
08/06/15,62560,290,($9.38)
08/06/15,65620,192,($463.96)
08/06/15,86420,229,$52.58 
08/06/15,61550,199,($212.81)
08/06/15,82010,240,$537.74 
08/06/15,86100,183,$51.82 
08/06/15,65700,271,($605.00)
08/06/15,66550,222,($71.63)
08/06/15,63060,229,$2.60 
08/06/15,86350,270,$93.08 
08/06/15,61560,272,($497.43)
08/06/15,66020,152,($774.86)
08/06/15,64010,265,$20.91 
08/06/15,65710,223,($425.31)
08/06/15,86100,288,($18.50)
08/06/15,62510,267,"($1,006.78)"
08/06/15,62540,221,($10.84)
08/06/15,62540,179,($26.24)
08/06/15,63050,169,($73.55)
08/06/15,66050,158,($66.12)
08/06/15,73050,199,$11.20 
08/06/15,62030,241,($446.71)
08/06/15,61540,227,($90.72)
08/06/15,65660,260,($100.08)
08/06/15,86150,262,$133.11 
08/06/15,81220,210,$346.21 
08/06/15,62550,228,($104.21)
08/06/15,81050,218,$547.34 
08/06/15,83050,182,$254.76 
08/06/15,73050,213,$91.62 
08/06/15,65760,224,($5.12)
08/06/15,86010,179,$176.43 
08/06/15,65740,292,($355.38)
08/06/15,66120,268,($1.97)
08/06/15,63050,211,($73.55)
08/06/15,65540,218,($997.17)
08/06/15,66070,270,($18.19)
08/06/15,86110,216,$16.91 
08/06/15,65550,285,"($1,633.10)"
08/06/15,64010,208,$18.06 
08/06/15,61510,283,($185.95)
08/06/15,71030,262,$503.83 
08/06/15,65600,238,($143.57)
08/06/15,62030,297,($184.51)
08/06/15,66550,277,($102.33)
08/06/15,66090,170,($95.68)
08/06/15,61570,203,($216.15)
08/06/15,66550,176,($71.63)
08/06/15,66080,207,($8.53)
08/06/15,63050,257,($35.18)
08/06/15,66530,150,($14.16)
08/06/15,64000,227,$242.83 
08/06/15,62030,212,($203.93)
08/06/15,62030,277,($184.51)
08/07/15,66130,195,($93.50)
08/07/15,68060,190,($34.69)
08/07/15,86320,235,$7.67 
08/07/15,73010,254,$195.69 
08/07/15,66110,278,($0.62)
08/07/15,65610,232,($834.88)
08/07/15,62510,177,($470.10)
08/07/15,62560,289,($9.38)
08/07/15,73040,168,$111.60 
08/07/15,62540,264,($22.82)
08/07/15,82050,290,$39.08 
08/07/15,86100,210,$136.46 
08/07/15,65750,247,($820.93)
08/07/15,86010,154,$6.70 
08/07/15,62099,278,$46.15 
08/07/15,61530,245,($76.40)
08/07/15,72160,180,"$1,506.08 "
08/07/15,72090,265,"$1,007.30 "
08/07/15,73050,274,$11.20 
08/07/15,72130,198,"$2,711.54 "
08/07/15,62540,289,($11.98)
08/07/15,65570,215,($31.86)
08/07/15,66130,204,($51.43)
08/07/15,65650,184,($115.53)
08/07/15,81170,235,$57.69 
08/07/15,66520,201,($13.04)
08/07/15,81210,188,$297.82 
08/07/15,62550,247,($43.04)
08/07/15,65520,168,($61.74)
08/07/15,62010,155,($727.13)
08/07/15,65730,252,($1.38)
08/07/15,73030,169,$176.80 
08/07/15,72999,213,($413.99)
08/07/15,66020,190,"($1,033.14)"
08/07/15,86010,293,$346.43 
08/07/15,61530,242,($65.98)
08/07/15,86030,232,$95.75 
08/07/15,66090,233,($83.20)
08/07/15,62540,258,($11.98)
08/07/15,65540,162,($867.10)
08/07/15,61550,224,($183.79)
08/07/15,62540,244,($10.84)
08/07/15,64000,170,$242.83 
08/07/15,65520,228,($94.67)
08/07/15,65740,200,($743.07)
08/07/15,66510,176,($71.86)
08/07/15,62030,266,($213.64)
08/07/15,73030,209,$51.13 
08/07/15,66070,232,($12.73)
08/07/15,80990,288,$94.11 
08/07/15,65750,157,($451.51)
08/07/15,65620,249,($302.58)
08/07/15,86260,281,$1.02 
08/07/15,64020,227,$4.86 
08/07/15,62550,257,($47.57)
08/07/15,65570,269,($60.68)
08/08/15,66120,216,($4.12)
08/08/15,61520,218,($189.81)
08/08/15,64020,228,$4.20 
08/08/15,66050,246,($30.19)
08/08/15,61550,182,($203.14)
08/08/15,65520,280,($39.10)
08/08/15,65760,252,($6.99)
08/08/15,65540,271,($997.17)
08/08/15,68060,275,($34.69)
08/08/15,72010,286,"$2,222.02 "
08/08/15,65540,211,($411.87)
08/08/15,73020,224,$37.02 
08/08/15,62560,186,($6.12)
08/08/15,81900,247,$337.53 
08/08/15,82060,257,$225.45 
08/08/15,64020,183,$4.86 
08/08/15,65550,165,($775.72)
08/08/15,71299,234,($31.27)
08/08/15,66550,230,($233.05)
08/08/15,61570,162,($206.32)
08/08/15,66550,210,($75.04)
08/08/15,66100,257,($3.61)
08/08/15,62520,174,($187.59)
08/08/15,68060,229,($63.07)
08/08/15,86290,279,$19.67 
08/08/15,61510,223,($88.93)
08/08/15,66010,234,($219.98)
08/08/15,66030,204,($9.02)
08/08/15,61540,214,($43.09)
08/08/15,64010,196,$20.91 
08/08/15,65650,221,($115.53)
08/08/15,64020,280,$4.64 
08/08/15,66530,171,($16.28)
08/08/15,62530,249,($90.58)
08/08/15,64000,279,$242.83 
08/08/15,66110,266,($0.46)
08/08/15,62510,247,($470.10)
08/08/15,66030,250,($16.40)
08/08/15,81270,159,$255.32 
08/08/15,65590,181,($69.98)
08/08/15,65700,177,($577.50)
08/08/15,66550,169,($156.91)
08/08/15,65590,276,($95.42)
08/08/15,63060,200,$2.60 
08/08/15,61510,230,($76.81)
08/08/15,65540,197,($867.10)
08/08/15,64020,159,$4.64 
08/08/15,65660,164,($55.04)
08/08/15,66050,257,($43.12)
08/08/15,66100,239,($3.45)
08/08/15,65520,181,($43.22)
08/08/15,65650,221,($922.07)
08/08/15,62540,298,($26.24)
08/08/15,65690,153,($117.56)
08/08/15,61510,156,($88.93)
08/08/15,61550,229,($203.14)
08/09/15,66020,209,($542.40)
08/09/15,86290,177,$190.79 
08/09/15,65660,290,($115.09)
08/09/15,62560,257,($3.87)
08/09/15,73030,234,($58.87)
08/09/15,66130,252,($44.41)
08/09/15,61530,264,($171.19)
08/09/15,62020,177,($849.10)
08/09/15,62010,178,"($1,530.80)"
08/09/15,62550,183,($47.57)
08/09/15,65710,206,($773.29)
08/09/15,71160,171,$268.19 
08/09/15,65740,275,($306.92)
08/09/15,81190,152,$42.53 
08/09/15,61540,157,($49.90)
08/09/15,61530,155,($159.75)
08/09/15,86135,266,($101.80)
08/09/15,73010,268,$59.20 
08/09/15,71299,162,($31.27)
08/09/15,61570,277,($186.67)
08/09/15,73010,215,$560.33 
08/09/15,65610,292,($834.88)
08/09/15,64020,153,$4.64 
08/09/15,61550,279,($212.81)
08/09/15,65750,200,($944.07)
08/09/15,62030,203,($446.71)
08/09/15,71200,158,$191.02 
08/09/15,65740,252,($339.23)
08/09/15,65590,205,($127.23)
08/09/15,65710,264,($773.29)
08/09/15,62510,150,($406.00)
08/09/15,66530,281,($7.79)
08/09/15,62010,167,"($1,760.42)"
08/09/15,86010,160,$104.95 
08/09/15,71080,271,$2.20 
08/09/15,66020,227,"($1,033.14)"
08/09/15,64000,208,$242.83 
08/09/15,73050,193,$79.59 
08/09/15,62550,192,($90.61)
08/09/15,65750,202,($389.94)
08/09/15,65650,214,($127.69)
08/09/15,71310,247,"$5,255.13 "
08/09/15,86110,235,$16.91 
08/09/15,66110,174,($0.34)
08/09/15,65750,187,($615.70)
08/09/15,81190,282,$42.53 
08/09/15,65550,192,"($1,633.10)"
08/09/15,62540,273,($22.82)
08/09/15,66530,192,($7.79)
08/09/15,62530,233,($90.58)
08/09/15,73030,255,$149.15 
08/09/15,65600,185,($143.57)
08/09/15,65760,177,($5.12)
08/09/15,62540,215,($22.82)
08/09/15,62030,263,($203.93)
08/09/15,63060,270,$2.60 
08/10/15,66130,232,($93.50)
08/10/15,65540,239,($476.91)
08/10/15,65590,206,($146.32)
08/10/15,62540,189,($22.82)
08/10/15,86420,207,$52.58 
08/10/15,66030,197,($7.79)
08/10/15,66530,247,($14.16)
08/10/15,66530,269,($7.43)
08/10/15,61570,298,($451.95)
08/10/15,66100,230,($3.61)
08/10/15,66010,272,($219.98)
08/10/15,73060,271,$29.00 
08/10/15,62560,291,($6.12)
08/10/15,64000,265,$242.83 
08/10/15,65570,214,($33.37)
08/10/15,62550,252,($67.96)
08/10/15,65710,204,($773.29)
08/10/15,61510,162,($76.81)
08/10/15,66070,152,($13.34)
08/10/15,65730,164,($1.31)
08/10/15,61540,272,($49.90)
08/10/15,61530,294,($76.40)
08/10/15,65710,182,($405.98)
08/10/15,81350,295,$9.42 
08/10/15,86310,223,$162.66 
08/10/15,68060,186,($33.11)
08/10/15,65600,222,($166.24)
08/10/15,73010,161,$70.13 
08/10/15,65590,154,($66.80)
08/10/15,68060,248,($33.11)
08/10/15,73030,244,$176.80 
08/10/15,65570,179,($33.37)
08/10/15,65610,200,($626.16)
08/10/15,82050,227,$262.42 
08/10/15,65570,198,($45.51)
08/10/15,65610,163,($960.11)
08/10/15,66080,285,($17.83)
08/10/15,65710,253,($889.29)
08/10/15,73020,184,($29.30)
08/10/15,72050,195,($348.22)
08/10/15,66010,220,($90.86)
08/10/15,65750,285,($430.99)
08/10/15,73050,185,$16.17 
08/10/15,66030,206,($9.02)
08/10/15,86050,268,$111.54 
08/10/15,68060,158,($34.69)
08/10/15,73010,155,$278.26 
08/10/15,64000,151,$231.79 
08/10/15,66510,233,($130.65)
08/10/15,66510,291,($62.06)
08/10/15,66050,258,($30.19)
08/10/15,62010,184,($727.13)
08/10/15,63060,151,$2.49 
08/10/15,85510,154,$538.71 
08/10/15,71310,155,"$5,255.13 "
08/10/15,62020,155,($594.37)
08/11/15,81200,151,$25.36 
08/11/15,61510,203,($88.93)
08/11/15,65540,252,($455.23)
08/11/15,65540,151,($476.91)
08/11/15,65590,190,($95.42)
08/11/15,62020,197,"($1,132.13)"
08/11/15,73050,263,$16.02 
08/11/15,65610,281,($459.18)
08/11/15,66110,240,($0.71)
08/11/15,66130,228,($51.43)
08/11/15,86010,279,$654.06 
08/11/15,71030,152,$503.83 
08/11/15,80990,187,"$2,143.66 "
08/11/15,66050,168,($57.50)
08/11/15,61530,231,($104.18)
08/11/15,86450,225,$3.25 
08/11/15,66020,181,($490.74)
08/11/15,66050,197,($61.82)
08/11/15,62550,262,($67.96)
08/11/15,64010,199,$19.96 
08/11/15,81210,177,$297.82 
08/11/15,86100,187,$136.46 
08/11/15,61560,269,($122.73)
08/11/15,86010,200,$104.95 
08/11/15,61570,217,($393.00)
08/11/15,62520,173,($162.01)
08/11/15,86050,221,$111.54 
08/11/15,73010,152,$195.69 
08/11/15,66550,165,($75.04)
08/11/15,72120,205,"$2,488.08 "
08/11/15,62030,276,($446.71)
08/11/15,65570,197,($33.37)
08/11/15,62520,227,($392.23)
08/11/15,86040,185,$362.59 
08/11/15,68060,180,($34.69)
08/11/15,65730,162,($1.19)
08/11/15,71020,205,"$1,292.11 "
08/11/15,66520,165,($13.04)
08/11/15,73020,228,($29.30)
08/11/15,62530,193,($94.89)
08/11/15,65570,215,($69.78)
08/11/15,68060,181,($34.69)
08/11/15,61570,194,($216.15)
08/11/15,73020,227,$29.60 
08/11/15,66110,173,($0.29)
08/11/15,66120,261,($1.70)
08/11/15,81210,157,$297.82 
08/11/15,72110,217,"$2,367.39 "
08/11/15,66080,172,($7.36)
08/11/15,65620,251,($221.89)
08/11/15,65760,293,($9.32)
08/11/15,62530,228,($129.39)
08/11/15,66030,210,($16.40)
08/11/15,63060,205,$3.55 
08/11/15,86830,215,$26.28 
08/11/15,73030,235,$46.43 
08/12/15,86100,162,$132.81 
08/12/15,72160,181,"$1,506.08 "
08/12/15,66110,187,($0.34)
08/12/15,66120,230,($1.70)
08/12/15,62510,176,($854.73)
08/12/15,66100,239,($3.45)
08/12/15,65760,228,($5.12)
08/12/15,72140,179,$659.32 
08/12/15,65610,164,($459.18)
08/12/15,62560,151,($8.16)
08/12/15,65620,279,($302.58)
08/12/15,63060,209,$5.44 
08/12/15,65700,192,"($1,100.01)"
08/12/15,65620,231,($403.44)
08/12/15,62099,213,$46.15 
08/12/15,62020,278,"($1,132.13)"
08/12/15,66040,286,($65.10)
08/12/15,61530,153,($65.98)
08/12/15,86020,279,$23.60 
08/12/15,66020,221,($568.23)
08/12/15,73020,197,$37.71 
08/12/15,64010,245,$38.02 
08/12/15,66050,214,($27.31)
08/12/15,82030,205,$15.13 
08/12/15,62510,174,($470.10)
08/12/15,86100,202,$34.75 
08/12/15,66070,215,($13.34)
08/12/15,65760,176,($4.89)
08/12/15,65730,184,($1.88)
08/12/15,66020,295,($568.23)
08/12/15,65710,151,($367.31)
08/12/15,86100,242,($18.50)
08/12/15,62560,273,($9.38)
08/12/15,61540,293,($90.72)
08/12/15,61530,162,($104.18)
08/12/15,64020,231,$4.86 
08/12/15,65650,185,($243.22)
08/12/15,72090,237,"$1,007.30 "
08/12/15,62520,193,($255.80)
08/12/15,81220,274,$346.21 
08/12/15,66120,257,($1.97)
08/12/15,81210,197,$297.82 
08/12/15,66120,244,($1.97)
08/12/15,73050,235,$40.38 
08/12/15,86320,199,$7.67 
08/12/15,66020,244,($568.23)
08/12/15,73060,181,$29.00 
08/12/15,63050,282,($33.58)
08/12/15,61570,264,($186.67)
08/12/15,61530,195,($72.93)
08/12/15,66030,233,($18.86)
08/12/15,71190,153,$137.91 
