TranDate,Account,Dept,Sum of Amount,,
06/02/15,68060,201,($67.59),,
06/02/15,65760,273,($6.71),,
06/02/15,65520,294,($63.93),,
06/02/15,86140,165,$0.88 ,,
06/02/15,66080,154,($4.05),,
06/02/15,81170,275,$56.89 ,,
06/02/15,66120,273,($6.94),,
06/02/15,81280,215,$60.04 ,,
06/02/15,66070,237,($10.25),,
06/02/15,66010,172,($87.74),,
06/02/15,65650,202,($449.15),,
06/02/15,65550,196,($960.65),,
06/02/15,66100,286,($3.67),,
06/02/15,66070,158,($11.19),,
06/02/15,71550,267,$468.04 ,,
06/02/15,62560,245,($14.40),,
06/02/15,66070,210,($11.33),,
06/02/15,65630,279,$0.06 ,,
06/03/15,71240,173,"$1,367.93 ",,
06/03/15,65630,184,$0.09 ,,
06/03/15,66510,290,($168.32),,
06/03/15,66070,282,($9.59),,
06/03/15,61540,207,($117.33),,
06/03/15,66100,293,($5.16),,
06/03/15,66130,170,($108.64),,
06/03/15,66130,292,($80.53),,
06/03/15,62530,228,($199.83),,
06/03/15,65740,156,($371.19),,
06/03/15,65570,256,($9.45),,
06/03/15,82060,173,$69.31 ,,
06/03/15,65650,172,($411.72),,
06/03/15,66050,176,($30.44),,
06/03/15,66550,219,($52.66),,
06/03/15,86010,167,$104.84 ,,
06/03/15,64000,170,$286.77 ,,
06/03/15,65610,187,($464.60),,
06/03/15,61540,203,($143.40),,
06/03/15,81110,209,$376.26 ,,
06/03/15,66520,193,($60.62),,
06/03/15,71060,261,$38.54 ,,
06/03/15,73040,184,$43.74 ,,
06/03/15,63050,213,($61.53),,
06/03/15,61520,170,($243.65),,
06/03/15,65650,227,($611.00),,
06/03/15,66520,230,($49.25),,
06/03/15,66040,264,($111.32),,
06/03/15,66080,230,($13.13),,
06/03/15,66120,213,($6.44),,
06/03/15,68040,206,($20.57),,
06/03/15,71070,187,($35.24),,
06/03/15,73050,188,$15.66 ,,
06/03/15,72090,175,"$1,259.13 ",,
06/03/15,66080,159,($5.27),,
06/03/15,61530,263,($217.76),,
06/03/15,66510,185,($77.15),,
06/03/15,65620,245,($307.44),,
06/03/15,86090,168,$103.25 ,,
06/03/15,66520,154,($68.20),,
06/03/15,65540,291,($271.75),,
06/03/15,65630,199,$0.06 ,,
06/03/15,65570,196,($11.55),,
06/03/15,65620,259,($242.22),,
06/03/15,62020,292,($919.69),,
06/03/15,65660,156,($430.52),,
06/03/15,65620,270,($409.91),,
06/03/15,71200,181,$215.84 ,,
06/03/15,63050,242,($50.13),,
06/03/15,65750,159,($815.91),,
06/03/15,65740,267,($513.96),,
06/03/15,62550,292,($87.70),,
06/03/15,65660,186,($645.77),,
06/03/15,65750,205,($932.47),,
06/04/15,65590,178,($95.25),,
06/04/15,65730,227,($3.55),,
06/04/15,72050,208,"$1,270.54 ",,
06/04/15,65610,185,($449.02),,
06/04/15,68040,295,($15.71),,
06/04/15,66520,267,($73.88),,
06/04/15,62520,270,($211.13),,
06/04/15,65660,233,($176.58),,
06/04/15,86360,217,$55.00 ,,
06/04/15,71160,190,$269.37 ,,
06/04/15,65700,212,($449.31),,
06/04/15,65700,279,($599.09),,
06/04/15,61510,158,($118.94),,
06/04/15,66110,264,($0.33),,
06/04/15,86100,253,$1.04 ,,
06/04/15,73050,176,$17.79 ,,
06/04/15,65570,285,($9.38),,
06/04/15,86010,173,$134.08 ,,
06/04/15,73050,221,$14.56 ,,
06/04/15,66050,220,($33.69),,
06/04/15,62550,221,($83.83),,
06/04/15,65600,253,($210.93),,
06/04/15,82040,286,$103.29 ,,
06/04/15,73020,255,$83.26 ,,
06/04/15,73030,273,$549.59 ,,
06/04/15,66080,205,($9.38),,
06/04/15,65690,298,($71.57),,
06/04/15,65570,280,($12.40),,
06/04/15,65760,199,($7.55),,
06/04/15,86040,267,$590.52 ,,
06/04/15,63050,241,($87.73),,
06/04/15,61540,184,($135.38),,
06/04/15,68040,231,($14.14),,
06/04/15,66530,228,($12.51),,
06/04/15,65690,199,($57.74),,
06/04/15,62020,163,"($1,125.95)",,
06/04/15,71240,247,"$1,114.61 ",,
06/04/15,86450,283,$15.03 ,,
06/04/15,65730,174,($1.65),,
06/04/15,61560,290,($168.37),,
06/04/15,66010,274,($191.43),,
06/04/15,65520,193,($30.96),,
06/04/15,73050,254,$76.21 ,,
06/04/15,72020,177,"$1,799.21 ",,
06/04/15,66090,167,($41.04),,
06/04/15,63050,266,($6.50),,
06/04/15,72090,292,"$1,318.24 ",,
06/04/15,61550,205,($469.80),,
06/04/15,65610,183,($348.45),,
06/04/15,80990,179,"$3,276.76 ",,
06/04/15,61520,244,($302.35),,
06/04/15,66020,288,"($1,021.51)",,
06/04/15,61540,184,($46.15),,
06/04/15,81010,206,$27.43 ,,
06/04/15,62550,268,($50.30),,
06/04/15,62530,242,($153.72),,
06/04/15,66030,285,($4.20),,
06/04/15,64010,204,$78.68 ,,
06/04/15,66020,245,($875.58),,
06/04/15,81200,217,$133.17 ,,
06/04/15,63050,289,($107.67),,
06/04/15,62020,270,($996.33),,
06/04/15,81050,246,$529.02 ,,
06/04/15,62020,271,"($1,970.41)",,
06/04/15,65600,244,($305.68),,
06/04/15,62510,232,($457.31),,
06/04/15,66070,155,($12.58),,
06/04/15,72120,173,"$2,492.25 ",,
06/04/15,81120,222,$126.87 ,,
06/04/15,62520,239,($320.95),,
06/04/15,61540,154,($88.25),,
06/04/15,61520,154,($369.54),,
06/04/15,65600,196,($129.81),,
06/04/15,86100,275,$106.37 ,,
06/04/15,62530,230,($100.62),,
06/04/15,65700,232,"($1,286.67)",,
06/04/15,83060,209,$71.20 ,,
06/04/15,62010,162,($705.01),,
06/04/15,72100,283,$672.79 ,,
06/04/15,86200,206,$276.71 ,,
06/04/15,66100,208,($5.50),,
06/04/15,66100,252,($4.14),,
06/04/15,61560,285,($206.16),,
06/04/15,81280,184,$48.92 ,,
06/04/15,66090,234,($43.78),,
06/04/15,62510,239,($685.96),,
06/04/15,64010,193,$73.57 ,,
06/04/15,65600,202,($118.99),,
06/04/15,72999,180,($382.73),,
06/04/15,81100,227,$411.07 ,,
06/04/15,66020,170,($535.08),,
06/04/15,65590,252,($54.43),,
06/04/15,62550,228,($82.31),,
06/04/15,72060,187,"$4,340.55 ",,
06/04/15,64020,271,$2.05 ,,
06/04/15,61530,258,($81.66),,
06/04/15,65650,220,($564.00),,
06/04/15,61510,255,($223.01),,
06/04/15,68060,168,($36.87),,
06/04/15,65600,298,($158.65),,
06/04/15,72999,266,($393.34),,
06/04/15,66110,267,($0.46),,
06/04/15,66510,261,($103.29),,
06/04/15,61550,292,($236.54),,
06/04/15,65590,179,($72.07),,
06/04/15,73010,212,$460.97 ,,
06/04/15,65690,157,($66.17),,
06/04/15,65590,167,($88.70),,
06/04/15,65690,173,($59.55),,
06/04/15,62560,228,($14.30),,
06/04/15,66050,187,($53.26),,
06/04/15,66510,287,($111.89),,
06/04/15,68060,294,($55.30),,
06/04/15,62099,278,$14.71 ,,
06/04/15,73010,226,$384.68 ,,
06/04/15,71560,176,$114.14 ,,
06/04/15,61560,193,($134.70),,
06/04/15,66510,253,($126.24),,
06/04/15,82010,187,$223.07 ,,
06/04/15,62099,196,$29.42 ,,
06/04/15,62099,273,$29.22 ,,
06/04/15,81210,177,$322.35 ,,
06/04/15,66010,161,($131.61),,
06/04/15,66070,184,($10.46),,
06/04/15,62020,155,"($1,612.15)",,
06/04/15,65660,261,($192.63),,
06/04/15,72010,159,"$3,637.02 ",,
06/04/15,61550,182,($289.11),,
06/04/15,72100,203,$511.20 ,,
06/04/15,61520,170,($226.76),,
06/04/15,73020,177,$36.38 ,,
06/04/15,62099,268,$22.48 ,,
06/04/15,65550,291,"($1,260.60)",,
06/04/15,86020,151,$14.71 ,,
06/04/15,65620,248,($188.21),,
06/04/15,66550,157,($29.50),,
06/04/15,86010,210,$35.64 ,,
06/04/15,61560,250,($226.78),,
06/04/15,65650,256,($551.23),,
06/04/15,65660,186,($561.26),,
06/04/15,66110,212,($0.44),,
06/04/15,86100,237,$131.16 ,,
06/04/15,65600,292,($194.71),,
06/04/15,65550,245,"($1,021.79)",,
06/04/15,65760,220,($8.18),,
06/04/15,66080,260,($7.92),,
06/04/15,73050,203,$16.29 ,,
06/04/15,68040,293,($20.43),,
06/04/15,66510,293,($63.12),,
06/04/15,64020,161,$2.05 ,,
06/04/15,66050,276,($27.45),,
06/04/15,81190,265,$96.87 ,,
06/04/15,65760,230,($5.03),,
06/04/15,65540,205,($613.98),,
06/04/15,64020,276,$1.84 ,,
06/04/15,65590,186,($58.89),,
06/04/15,65650,294,($598.87),,
06/04/15,63050,182,($50.13),,
06/04/15,83020,210,$88.00 ,,
06/04/15,66070,247,($9.09),,
06/04/15,66030,261,($9.94),,
06/04/15,61510,297,($236.23),,
06/04/15,61570,160,($139.07),,
06/04/15,66110,246,($0.81),,
06/04/15,62510,174,($454.82),,
06/04/15,65620,284,($172.52),,
06/04/15,64010,296,$89.92 ,,
06/04/15,61550,281,($578.21),,
06/04/15,61570,200,($151.71),,
06/04/15,66530,249,($15.37),,
06/04/15,61530,277,($167.03),,
06/04/15,65730,214,$2.35 ,,
06/04/15,81060,219,$477.84 ,,
06/04/15,65610,282,($665.22),,
06/04/15,65600,239,($224.17),,
06/04/15,86010,208,$13.16 ,,
06/04/15,65750,154,($522.35),,
06/04/15,62010,285,($795.39),,
06/04/15,64020,259,$2.51 ,,
06/04/15,72100,161,$416.53 ,,
06/04/15,86030,222,$0.83 ,,
06/04/15,61540,298,($42.60),,
06/04/15,61530,284,($67.01),,
06/04/15,86400,287,($4.52),,
06/04/15,65660,254,($602.72),,
06/04/15,62020,296,"($1,829.67)",,
06/04/15,73030,197,$28.26 ,,
06/04/15,65760,207,($6.99),,
06/04/15,82060,212,"$1,401.85 ",,
06/04/15,65690,259,($64.96),,
06/04/15,65660,229,($420.95),,
06/04/15,65650,266,($987.00),,
06/04/15,66510,250,($180.75),,
06/04/15,62530,273,($125.77),,
06/04/15,73040,295,$29.16 ,,
06/04/15,64020,190,$2.73 ,,
06/05/15,73010,247,$386.03 ,,
06/05/15,62020,186,"($1,842.46)",,
06/05/15,65660,183,($420.95),,
06/05/15,71030,199,$535.72 ,,
06/05/15,66080,280,($8.13),,
06/05/15,64010,205,$73.06 ,,
06/05/15,62030,249,($190.88),,
06/05/15,71020,228,"$1,543.03 ",,
06/05/15,62550,175,($102.89),,
06/05/15,68060,219,($62.39),,
06/05/15,73020,255,$207.25 ,,
06/05/15,64010,193,$44.96 ,,
06/05/15,66550,294,($49.37),,
06/05/15,86010,241,$85.43 ,,
06/05/15,68060,282,($68.06),,
06/05/15,71030,266,$382.14 ,,
06/05/15,62510,243,($782.51),,
06/05/15,81900,162,$190.58 ,,
06/05/15,65570,187,($13.28),,
06/05/15,65760,198,($8.74),,
06/05/15,62520,230,($235.36),,
06/05/15,65600,266,($340.74),,
06/05/15,66120,204,($7.44),,
06/05/15,65570,274,($10.82),,
06/05/15,65710,251,($997.90),,
06/05/15,73030,249,$117.77 ,,
06/05/15,62099,188,$18.39 ,,
06/05/15,66040,188,($77.75),,
06/05/15,66100,262,($4.48),,
06/05/15,62510,181,($365.85),,
06/05/15,71170,220,$734.12 ,,
06/05/15,86200,158,$17.61 ,,
06/05/15,65590,215,($99.79),,
06/05/15,61510,221,($312.22),,
06/05/15,81220,275,$117.22 ,,
06/05/15,66510,219,($86.07),,
06/05/15,68040,244,($9.43),,
06/05/15,86150,192,$145.16 ,,
06/05/15,86010,288,$10.77 ,,
06/05/15,65750,264,($699.35),,
06/05/15,62560,252,($11.73),,
06/05/15,61560,218,($288.63),,
06/05/15,64010,261,$33.72 ,,
06/05/15,61560,243,($151.19),,
06/05/15,61520,275,($346.45),,
06/05/15,86360,290,$67.50 ,,
06/05/15,86040,223,$372.93 ,,
06/05/15,62510,188,($620.20),,
06/05/15,86350,292,$288.20 ,,
06/05/15,72150,168,"$2,633.62 ",,
06/05/15,61530,187,($122.49),,
06/05/15,82050,266,$4.88 ,,
06/05/15,65610,235,($506.83),,
06/05/15,71325,183,($572.13),,
06/06/15,62550,283,($68.59),,
06/06/15,65590,168,($53.99),,
06/06/15,73020,181,$45.47 ,,
06/06/15,65540,283,($271.75),,
06/06/15,71160,150,$312.49 ,,
06/06/15,62520,268,($304.96),,
06/06/15,65600,243,($173.07),,
06/06/15,71060,297,$47.10 ,,
06/06/15,66130,297,($56.91),,
06/06/15,62030,233,($215.36),,
06/06/15,71299,190,($53.67),,
06/06/15,66510,209,($146.01),,
06/06/15,83040,260,$474.72 ,,
06/06/15,81260,170,$11.75 ,,
06/06/15,66030,242,($11.13),,
06/06/15,65540,225,($502.35),,
06/06/15,65610,184,($580.75),,
06/06/15,66530,267,($15.03),,
06/06/15,66530,238,($24.43),,
06/06/15,66040,150,($67.50),,
06/06/15,65600,273,($162.26),,
06/06/15,65660,293,($192.63),,
06/06/15,61520,298,($207.87),,
06/06/15,61530,195,($118.78),,
06/06/15,73050,286,$18.45 ,,
06/06/15,71310,232,"$5,332.45 ",,
06/06/15,82030,177,$5.15 ,,
06/06/15,66030,289,($9.11),,
06/06/15,81210,278,$762.94 ,,
06/06/15,68040,150,($12.57),,
06/06/15,62020,235,($844.46),,
06/06/15,65700,177,($490.16),,
06/06/15,62510,187,($335.36),,
06/06/15,65570,235,($7.69),,
06/06/15,81230,255,$38.84 ,,
06/06/15,66010,166,($72.86),,
06/06/15,72100,227,$340.80 ,,
06/06/15,65550,230,($720.35),,
06/06/15,73010,205,$251.35 ,,
06/06/15,72130,245,"$2,133.62 ",,
06/06/15,61510,203,($218.06),,
06/06/15,82070,178,$159.46 ,,
06/06/15,66520,174,($62.52),,
06/06/15,64020,241,$2.30 ,,
06/06/15,68040,173,($10.29),,
06/06/15,66050,297,($24.50),,
06/06/15,61570,260,($215.88),,
06/06/15,65550,272,($628.79),,
06/06/15,66520,160,($29.70),,
06/06/15,65700,212,($796.51),,
06/06/15,65630,153,$0.08 ,,
06/06/15,64020,159,$2.56 ,,
06/06/15,62530,249,($122.98),,
06/06/15,65700,245,($599.09),,
06/07/15,72090,212,"$1,074.12 ",,
06/07/15,65710,226,($765.44),,
06/07/15,61510,173,($178.41),,
06/07/15,66130,256,($117.14),,
06/07/15,86100,285,$20.91 ,,
06/07/15,66070,281,($11.11),,
06/07/15,62530,181,($92.23),,
06/07/15,66090,203,($43.50),,
06/07/15,62010,294,($807.38),,
06/07/15,61560,210,($327.57),,
06/07/15,84020,201,$202.57 ,,
06/07/15,66100,258,($8.28),,
06/07/15,66110,160,($0.51),,
06/07/15,66010,265,($107.23),,
06/07/15,86030,207,($4.82),,
06/07/15,63050,200,($76.91),,
06/07/15,86050,164,$61.77 ,,
06/07/15,66030,224,($13.16),,
06/07/15,65540,268,($716.31),,
06/07/15,66050,237,($48.66),,
06/07/15,65690,285,($46.92),,
06/07/15,62020,269,"($1,688.92)",,
06/07/15,62030,261,($176.20),,
06/07/15,86100,292,$106.87 ,,
06/07/15,83030,206,$378.32 ,,
06/07/15,68060,243,($31.19),,
06/07/15,72160,264,"$1,606.19 ",,
06/07/15,66510,225,($84.16),,
06/07/15,62099,197,$17.98 ,,
06/07/15,66550,206,($32.18),,
06/07/15,73020,171,$236.01 ,,
06/07/15,81060,252,$390.96 ,,
06/07/15,65630,284,$0.12 ,,
06/07/15,65730,165,$1.88 ,,
06/07/15,82040,294,$39.91 ,,
06/07/15,65650,206,($486.58),,
06/07/15,61520,258,($595.25),,
06/07/15,71030,274,$654.77 ,,
06/07/15,65520,176,($34.87),,
06/07/15,66110,192,($0.38),,
06/07/15,62099,266,$19.48 ,,
06/07/15,66020,172,($891.79),,
06/07/15,65710,208,($408.23),,
06/07/15,66120,192,($5.25),,
06/07/15,65630,222,$0.09 ,,
06/07/15,65600,205,($140.62),,
06/07/15,71050,219,$410.02 ,,
06/07/15,73050,234,$63.73 ,,
06/07/15,61550,279,($284.69),,
06/07/15,73010,157,$81.00 ,,
06/07/15,61520,237,($277.16),,
06/07/15,65690,241,($70.58),,
06/07/15,65630,278,$0.07 ,,
06/07/15,62020,266,"($1,149.61)",,
06/07/15,66130,243,($65.62),,
06/07/15,72010,221,"$2,963.49 ",,
06/08/15,65690,177,($66.07),,
06/08/15,66100,210,($3.39),,
06/08/15,83020,168,$125.85 ,,
06/08/15,61550,156,($384.38),,
06/08/15,66530,238,($22.55),,
06/08/15,62099,186,$37.75 ,,
06/08/15,64000,196,$218.87 ,,
06/08/15,62030,263,($220.25),,
06/08/15,65630,287,$0.13 ,,
06/08/15,62030,191,($323.04),,
06/08/15,66550,254,($42.79),,
06/08/15,61550,239,($354.81),,
06/08/15,86030,244,($255.31),,
06/08/15,66090,228,($65.66),,
06/08/15,61540,294,($72.20),,
06/08/15,71325,292,($699.27),,
06/08/15,83010,182,$142.93 ,,
06/08/15,61550,253,($216.83),,
06/08/15,61540,295,($96.27),,
06/08/15,65740,164,($825.20),,
06/08/15,64020,278,$3.08 ,,
06/08/15,66550,192,($34.86),,
06/08/15,62530,236,($80.08),,
06/08/15,66020,277,($632.36),,
06/08/15,62010,155,"($1,057.51)",,
06/08/15,61510,160,($178.41),,
06/08/15,86100,266,$188.23 ,,
06/08/15,65730,208,($1.65),,
06/08/15,65610,236,($997.83),,
06/08/15,65740,273,($471.13),,
06/08/15,66030,257,($14.90),,
06/08/15,66040,162,($84.82),,
06/08/15,61520,233,($178.68),,
06/08/15,65570,216,($15.15),,
06/08/15,71200,176,$264.89 ,,
06/08/15,66020,220,($653.98),,
06/08/15,62560,204,($9.00),,
06/08/15,66130,190,($153.75),,
06/08/15,82040,196,$26.61 ,,
06/08/15,65620,216,($364.37),,
06/08/15,61540,165,($126.35),,
06/08/15,81120,226,$190.30 ,,
06/08/15,65540,236,($879.11),,
06/08/15,65550,293,($660.32),,
06/08/15,63050,213,($100.27),,
06/08/15,61550,260,($328.48),,
06/08/15,62030,194,($197.41),,
06/08/15,73040,255,$172.92 ,,
06/08/15,83020,197,$344.97 ,,
06/08/15,81220,178,$256.28 ,,
06/08/15,71070,287,($52.86),,
06/08/15,65710,173,($623.69),,
06/08/15,66520,163,($27.23),,
06/08/15,73050,184,$114.31 ,,
06/08/15,62560,272,($13.20),,
06/08/15,65540,205,($460.49),,
06/09/15,65710,211,($442.25),,
06/09/15,65650,297,($673.73),,
06/09/15,62020,174,($843.05),,
06/09/15,81100,268,$194.58 ,,
06/09/15,65630,297,$0.07 ,,
06/09/15,61540,171,($39.05),,
06/09/15,86290,183,$306.50 ,,
06/09/15,81250,274,$26.78 ,,
06/09/15,65690,156,($113.68),,
06/09/15,66110,207,($0.47),,
06/09/15,62020,270,"($1,032.12)",,
06/09/15,86330,202,$733.68 ,,
06/09/15,64020,170,$4.07 ,,
06/09/15,66100,173,($3.39),,
06/09/15,72140,255,$887.26 ,,
06/09/15,73010,278,$250.88 ,,
06/09/15,86290,243,$250.77 ,,
06/09/15,73030,257,$444.13 ,,
06/09/15,73020,238,$44.47 ,,
06/09/15,66030,161,($18.63),,
06/09/15,61560,280,($164.93),,
06/09/15,62099,196,$23.91 ,,
06/09/15,81900,171,$155.28 ,,
06/09/15,65740,152,($523.48),,
06/09/15,65600,158,($317.30),,
06/09/15,83010,202,$86.31 ,,
06/09/15,66100,206,($4.66),,
06/09/15,68040,266,($22.00),,
06/09/15,66020,178,($713.43),,
06/09/15,62030,219,($176.20),,
06/09/15,65710,229,($408.23),,
06/09/15,64000,253,$310.67 ,,
06/09/15,64020,174,$3.76 ,,
06/09/15,65740,178,($685.28),,
06/09/15,61550,164,($315.39),,
06/09/15,83020,151,$188.77 ,,
06/09/15,65740,152,($342.64),,
06/09/15,61540,197,($95.60),,
06/09/15,72110,255,"$2,611.80 ",,
06/09/15,65710,193,($569.70),,
06/09/15,63050,173,($41.02),,
06/09/15,65660,275,($456.03),,
06/09/15,66100,270,($8.89),,
06/09/15,62020,249,"($1,407.43)",,
06/09/15,83060,210,$58.25 ,,
06/09/15,62010,183,($813.47),,
06/09/15,68040,150,($15.43),,
06/09/15,66010,154,($127.62),,
06/09/15,81230,225,$31.65 ,,
06/09/15,64020,268,$1.84 ,,
06/09/15,68040,157,($18.00),,
06/09/15,65710,153,($776.87),,
06/09/15,66550,249,($117.25),,
06/09/15,66100,222,($5.08),,
06/09/15,66510,191,($68.86),,
06/09/15,66100,231,($5.08),,
06/10/15,61520,192,($485.02),,
06/10/15,65730,205,($1.24),,
06/10/15,86180,171,$37.35 ,,
06/10/15,65600,156,($129.81),,
06/10/15,66110,165,($0.82),,
06/10/15,65540,229,($818.64),,
06/10/15,66520,153,($83.35),,
06/10/15,65650,219,($689.04),,
06/10/15,65730,280,($1.86),,
06/10/15,64020,177,$3.84 ,,
06/10/15,65740,207,($471.55),,
06/10/15,66100,267,($6.73),,
06/10/15,86400,254,($5.53),,
06/10/15,83020,188,$567.39 ,,
06/10/15,64020,153,$3.08 ,,
06/10/15,81180,270,$22.46 ,,
06/10/15,62560,153,($8.07),,
06/10/15,65600,192,($264.93),,
06/10/15,86200,158,$84.00 ,,
06/10/15,86110,159,$134.02 ,,
06/10/15,73050,182,$78.22 ,,
06/10/15,61530,222,($233.84),,
06/10/15,62020,172,($919.69),,
06/10/15,65710,209,($612.35),,
06/10/15,61550,188,($505.94),,
06/10/15,83020,154,$378.26 ,,
06/10/15,65620,194,($329.36),,
06/10/15,64000,214,$382.36 ,,
06/10/15,65520,176,($51.94),,
06/10/15,73020,298,$39.38 ,,
06/10/15,66510,252,($112.21),,
06/10/15,65760,253,($8.20),,
06/10/15,66130,254,($78.09),,
06/10/15,62099,172,$25.74 ,,
06/10/15,86010,257,$390.61 ,,
06/10/15,61510,280,($208.14),,
06/10/15,68040,224,($15.43),,
06/10/15,65630,274,$0.16 ,,
06/10/15,66550,267,($39.50),,
06/10/15,82010,260,$334.61 ,,
06/10/15,66050,281,($22.46),,
06/10/15,65760,178,($5.03),,
06/10/15,62030,213,($216.92),,
06/10/15,66530,219,($10.00),,
06/10/15,65570,180,($10.76),,
06/10/15,66510,211,($103.29),,
06/10/15,73020,152,$54.58 ,,
06/10/15,64010,178,$44.96 ,,
06/10/15,65540,169,($334.90),,
06/10/15,72010,195,"$3,886.73 ",,
06/10/15,61540,189,($74.54),,
06/10/15,86020,226,$17.98 ,,
06/10/15,83020,194,$462.32 ,,
06/10/15,65550,242,($720.35),,
06/10/15,65760,292,($9.43),,
06/10/15,63050,252,($7.50),,
06/11/15,73010,284,$82.00 ,,
06/11/15,65750,244,($505.09),,
06/11/15,65760,266,($7.55),,
06/11/15,61520,216,($194.92),,
06/11/15,62010,188,($976.16),,
06/11/15,66100,173,($5.63),,
06/11/15,71560,233,$93.39 ,,
06/11/15,81170,203,$69.82 ,,
06/11/15,65650,224,($367.49),,
06/11/15,61570,254,($251.86),,
06/11/15,65630,268,$0.11 ,,
06/11/15,62099,281,$26.97 ,,
06/11/15,65590,282,($103.06),,
06/11/15,61540,259,($154.43),,
06/11/15,66030,188,($19.73),,
06/11/15,65750,174,($506.24),,
06/11/15,62510,279,($503.04),,
06/11/15,71180,277,$561.70 ,,
06/11/15,83020,211,$72.00 ,,
06/11/15,65690,193,($82.58),,
06/11/15,65540,156,($545.76),,
06/11/15,62520,207,($140.75),,
06/11/15,73050,160,$45.14 ,,
06/11/15,86100,207,$3.49 ,,
06/11/15,61530,171,($133.63),,
06/11/15,65660,292,($526.19),,
06/11/15,62520,192,($230.32),,
06/11/15,61550,228,($262.79),,
06/11/15,62560,176,($10.80),,
06/11/15,61520,249,($245.66),,
06/11/15,62099,209,$27.69 ,,
06/11/15,65540,206,($409.32),,
06/11/15,68040,220,($13.71),,
06/11/15,65730,194,($2.03),,
06/11/15,65710,274,($457.37),,
06/11/15,66510,215,($94.68),,
06/11/15,72070,248,"$5,443.15 ",,
06/11/15,65700,207,($735.24),,
06/11/15,68060,182,($122.27),,
06/11/15,86010,267,$612.21 ,,
06/11/15,68060,174,($213.96),,
06/11/15,64010,151,$82.74 ,,
06/11/15,86020,255,$37.39 ,,
06/11/15,66010,273,($99.36),,
06/11/15,81230,183,$243.74 ,,
06/11/15,68060,180,($72.79),,
06/11/15,66090,174,($49.25),,
06/11/15,65650,232,($898.30),,
06/11/15,66080,270,($3.24),,
06/11/15,65730,223,($2.70),,
