TranDate,Account,Dept,Sum of Amount
1/7/2015,68050,243,($0.73)
1/7/2015,65740,237,($362.89)
1/7/2015,66020,254,($15.19)
1/8/2015,65760,238,($9.26)
1/8/2015,61550,257,($22.71)
1/8/2015,73020,169,$4.03 
1/8/2015,66100,151,($6.70)
1/8/2015,62010,248,($178.56)
1/8/2015,86330,235,$539.34 
1/8/2015,61530,171,($5.03)
1/8/2015,65540,208,($55.19)
1/8/2015,66050,155,($45.01)
1/8/2015,86010,163,$34.35 
1/8/2015,62560,181,($0.49)
1/8/2015,66040,174,($3.18)
1/8/2015,86290,228,$551.05 
1/8/2015,62020,277,($385.01)
1/8/2015,71190,156,($35.02)
1/8/2015,73050,162,$26.51 
1/8/2015,73020,228,$46.22 
1/8/2015,72140,297,$822.14 
1/8/2015,61520,250,($93.75)
1/8/2015,61530,233,($5.70)
1/8/2015,81270,267,$47.28 
1/8/2015,81100,254,$355.54 
1/8/2015,63060,181,$7.67 
1/8/2015,63060,150,$5.43 
1/8/2015,82070,167,$4.22 
1/8/2015,66120,238,($2.22)
1/8/2015,66010,232,($0.54)
1/8/2015,62099,289,$15.63 
1/8/2015,86100,155,$45.56 
1/8/2015,61540,199,($1.03)
1/8/2015,66040,260,($3.35)
1/8/2015,61520,166,($98.95)
1/8/2015,73050,165,($2.84)
1/8/2015,61540,276,($0.70)
1/8/2015,81200,254,$566.26 
1/8/2015,72010,251,"$1,342.27 "
1/8/2015,66120,235,($2.76)
1/8/2015,61520,247,($93.75)
1/8/2015,62550,296,($6.67)
1/8/2015,65760,289,($6.58)
1/8/2015,66020,293,($16.88)
1/8/2015,66040,213,($3.01)
1/8/2015,86350,219,$96.52 
1/8/2015,86020,209,$15.63 
1/8/2015,65540,218,($61.32)
1/8/2015,73040,295,$497.16 
1/8/2015,81310,231,$157.50 
1/8/2015,66550,182,($6.53)
1/8/2015,86020,196,$16.50 
1/8/2015,64020,163,$0.34 
1/8/2015,63060,279,$7.24 
1/8/2015,61510,194,($19.49)
1/8/2015,62510,170,($35.08)
1/8/2015,72060,209,$674.54 
1/8/2015,68050,240,($0.78)
1/8/2015,86150,188,($2.55)
1/8/2015,64020,236,$0.44 
1/8/2015,62530,296,($1.64)
1/8/2015,62510,214,($35.08)
1/8/2015,65570,237,($0.89)
1/8/2015,65600,161,($11.70)
1/8/2015,66110,282,($1.53)
1/8/2015,65600,267,($11.08)
1/8/2015,68060,297,($38.28)
1/8/2015,62560,254,($0.35)
1/8/2015,86310,213,$34.72 
1/8/2015,65740,242,($389.77)
1/8/2015,73040,182,$231.60 
1/8/2015,86280,199,$163.79 
1/8/2015,62020,178,($294.64)
1/8/2015,81270,166,$52.53 
1/8/2015,62530,158,($13.98)
1/8/2015,86100,226,$46.09 
1/8/2015,64020,183,$0.36 
1/8/2015,73040,154,$220.02 
1/8/2015,62530,168,($1.56)
1/8/2015,68050,206,($1.08)
1/8/2015,66070,174,($0.28)
1/8/2015,62560,192,($0.35)
1/8/2015,68060,150,($42.54)
1/8/2015,61520,243,($104.16)
1/8/2015,86250,244,$304.12 
1/8/2015,61530,203,($26.68)
1/8/2015,71200,162,$33.51 
1/8/2015,65690,220,($31.96)
1/8/2015,86150,233,($2.41)
1/8/2015,83010,291,$18.63 
1/8/2015,64020,204,$0.33 
1/8/2015,65570,289,($0.89)
1/8/2015,66130,255,($65.22)
1/8/2015,68050,195,($0.73)
1/8/2015,83060,258,$138.42 
1/8/2015,65600,291,($11.70)
1/8/2015,81230,215,$117.64 
1/8/2015,61570,249,($47.34)
1/8/2015,86100,231,$43.67 
1/8/2015,66050,297,($37.72)
1/8/2015,82010,214,$301.09 
1/8/2015,71550,186,$44.36 
1/8/2015,73050,152,($11.14)
1/8/2015,86180,286,$72.95 
1/8/2015,81020,275,$89.29 
1/8/2015,81270,152,$544.03 
1/8/2015,65760,272,($8.78)
1/8/2015,86010,205,$124.47 
1/8/2015,64000,259,$89.64 
1/8/2015,65710,286,($559.45)
1/8/2015,72090,194,$843.70 
1/8/2015,61550,282,($23.97)
1/8/2015,66120,162,($1.86)
1/8/2015,65550,154,($31.17)
1/8/2015,71050,253,$23.73 
1/8/2015,86080,224,$129.86 
1/8/2015,62520,222,($12.56)
1/8/2015,68050,255,($0.77)
1/8/2015,62520,255,($12.56)
1/8/2015,62010,193,($178.56)
1/8/2015,66070,243,($0.29)
1/8/2015,66070,261,($0.22)
1/8/2015,81150,217,$113.62 
1/8/2015,66100,298,($5.29)
1/8/2015,61570,292,($44.85)
1/8/2015,80990,164,$700.58 
1/8/2015,64020,185,$0.35 
1/8/2015,66510,158,($7.07)
1/8/2015,65900,196,($19.24)
1/8/2015,65730,279,($10.38)
1/8/2015,62010,265,($178.56)
1/8/2015,65540,169,($55.19)
1/8/2015,61570,268,($49.83)
1/8/2015,61510,254,($14.87)
1/8/2015,61560,193,($0.99)
1/8/2015,66520,219,($7.90)
1/8/2015,65600,191,($11.90)
1/8/2015,62010,183,($178.56)
1/8/2015,65700,152,($44.31)
1/8/2015,62010,222,($198.40)
1/8/2015,66070,285,($0.21)
1/8/2015,68050,285,($0.77)
1/8/2015,66020,275,($14.14)
1/8/2015,65550,203,($41.55)
1/8/2015,86180,163,$77.00 
1/8/2015,81010,177,$283.80 
1/8/2015,65690,264,($35.70)
1/8/2015,62510,267,($37.68)
1/8/2015,61540,257,($2.87)
1/8/2015,68060,163,($40.41)
1/8/2015,81280,204,$49.37 
1/8/2015,65700,180,($39.88)
1/8/2015,62560,212,($0.35)
1/8/2015,65730,298,($4.56)
1/8/2015,61510,260,($13.85)
1/8/2015,61530,182,($5.59)
1/8/2015,65540,156,($81.76)
1/8/2015,65760,194,($7.31)
1/8/2015,83010,214,$42.27 
1/8/2015,65760,286,($6.58)
1/8/2015,71550,163,$195.12 
1/8/2015,64010,208,$15.27 
1/8/2015,64020,274,$0.32 
1/8/2015,82070,222,$4.44 
1/8/2015,66050,259,($41.91)
1/8/2015,65760,217,($7.31)
1/8/2015,62530,203,($1.47)
1/8/2015,71299,256,($10.68)
1/8/2015,61560,180,($1.04)
1/8/2015,82050,221,$170.64 
1/8/2015,86020,288,$16.49 
1/8/2015,64020,269,$0.35 
1/8/2015,63060,216,$6.18 
1/8/2015,81240,185,$18.12 
1/8/2015,61540,253,($0.75)
1/8/2015,73050,201,($11.34)
1/8/2015,61550,282,($24.39)
1/8/2015,66550,297,($8.55)
1/8/2015,65540,178,($59.28)
1/8/2015,66130,279,($58.69)
1/8/2015,65570,232,($0.89)
1/8/2015,63060,166,$5.75 
1/8/2015,62530,223,($1.47)
1/8/2015,63060,269,$6.86 
1/8/2015,68060,228,($51.04)
1/8/2015,63060,203,$5.75 
1/8/2015,83060,287,$301.69 
1/8/2015,66100,261,($5.40)
1/8/2015,83070,271,$151.44 
1/8/2015,61520,206,($98.95)
1/8/2015,68060,200,($40.41)
1/8/2015,61570,212,($47.34)
1/8/2015,66020,220,($14.14)
1/8/2015,61530,284,($5.03)
1/8/2015,86140,254,$16.06 
1/8/2015,65600,225,($12.56)
1/9/2015,72050,260,$152.82 
1/9/2015,65690,261,($26.78)
1/9/2015,65730,284,($6.08)
1/9/2015,81100,248,$136.70 
1/9/2015,64010,219,$16.12 
1/9/2015,62520,284,($12.56)
1/9/2015,66040,271,($4.19)
1/9/2015,63060,229,$6.39 
1/9/2015,86050,294,$72.83 
1/9/2015,65740,204,($826.58)
1/9/2015,65540,165,($109.56)
1/9/2015,65740,298,($510.73)
1/9/2015,66040,224,($3.60)
1/9/2015,66020,277,($14.93)
1/9/2015,61550,227,($22.71)
1/9/2015,66110,172,($0.50)
1/9/2015,66130,294,($58.69)
1/9/2015,66550,254,($6.41)
1/9/2015,62020,186,($274.32)
1/9/2015,73040,270,$100.80 
1/9/2015,62020,202,($288.75)
1/9/2015,65600,227,($12.31)
1/9/2015,73030,250,$358.84 
1/9/2015,65710,184,($590.53)
1/9/2015,62510,264,($38.98)
1/9/2015,66040,220,($4.46)
1/9/2015,65740,274,($389.77)
1/9/2015,61510,220,($15.39)
1/9/2015,66070,162,($0.21)
1/9/2015,65740,203,"($1,102.10)"
1/9/2015,61570,193,($44.85)
1/9/2015,82010,160,$286.04 
1/9/2015,65540,254,($55.19)
1/9/2015,65740,153,($362.89)
1/9/2015,62099,245,$15.63 
1/9/2015,65540,283,($146.08)
1/9/2015,86040,298,$232.57 
1/9/2015,73030,156,$339.96 
1/9/2015,64020,225,$0.53 
1/9/2015,71180,214,$15.09 
1/9/2015,73050,211,$3.64 
1/9/2015,66110,223,($0.57)
1/9/2015,65740,284,($383.05)
1/9/2015,65600,239,($12.31)
1/9/2015,65760,252,($6.58)
1/10/2015,65590,249,($9.84)
1/10/2015,66120,196,($1.86)
1/10/2015,62099,228,$14.81 
1/10/2015,73050,215,($3.00)
1/10/2015,86100,280,$43.16 
1/10/2015,63060,274,$6.39 
1/10/2015,66030,253,($0.43)
1/10/2015,86360,204,$153.74 
1/10/2015,62099,287,$14.81 
1/10/2015,73010,285,$84.55 
1/10/2015,83050,252,$244.03 
1/10/2015,81060,236,$291.63 
1/10/2015,86080,287,$310.22 
1/10/2015,62020,278,($346.51)
1/10/2015,72130,221,$75.28 
1/10/2015,61510,178,($15.39)
1/10/2015,66550,259,($6.41)
1/10/2015,62020,231,($259.88)
1/10/2015,62550,151,($6.90)
1/10/2015,72110,243,"$1,700.31 "
1/10/2015,73010,297,$338.13 
1/10/2015,83010,292,$20.70 
1/10/2015,66130,172,($58.69)
1/10/2015,71020,293,$69.14 
1/10/2015,85010,178,$92.49 
1/10/2015,62520,167,($13.95)
1/10/2015,61520,176,($100.69)
1/10/2015,81280,253,$52.11 
1/10/2015,65700,253,($42.09)
1/10/2015,66550,187,($6.08)
1/10/2015,72340,266,"$1,725.72 "
1/10/2015,66550,272,($6.08)
1/10/2015,65750,296,($487.93)
1/10/2015,63060,199,$6.07 
1/10/2015,86180,234,$27.66 
1/10/2015,68050,211,($0.81)
1/10/2015,72999,200,($441.42)
1/10/2015,65740,287,($362.89)
1/10/2015,66020,207,($14.14)
1/10/2015,65690,213,($26.78)
1/10/2015,81090,284,$236.80 
1/10/2015,66510,250,($6.24)
1/10/2015,62510,256,($35.08)
1/10/2015,65750,160,"($1,111.39)"
1/10/2015,66510,235,($6.24)
1/11/2015,61550,188,($104.70)
1/11/2015,72020,244,"$6,059.07 "
1/11/2015,68060,232,($38.28)
1/11/2015,86360,227,$145.65 
1/11/2015,62510,163,($38.98)
1/11/2015,61570,254,($63.12)
1/11/2015,68060,165,($42.54)
1/11/2015,72090,297,$799.29 
1/11/2015,81350,188,$27.82 
1/11/2015,71030,287,$6.82 
1/11/2015,61540,186,($0.70)
1/11/2015,68050,160,($0.82)
1/11/2015,61540,177,($0.77)
1/11/2015,62550,293,($7.41)
1/11/2015,65570,224,($0.80)
1/11/2015,66120,235,($1.97)
1/11/2015,61560,212,($0.99)
1/11/2015,65730,154,($5.06)
1/11/2015,65740,258,($403.21)
1/11/2015,61550,153,($23.97)
1/11/2015,65900,275,($19.24)
1/11/2015,66510,235,($6.93)
1/11/2015,62099,287,$16.45 
1/11/2015,82050,173,$59.14 
1/11/2015,66070,296,($0.21)
1/11/2015,62010,266,($188.48)
1/11/2015,86010,200,$144.90 
1/11/2015,65710,160,"($1,581.89)"
1/11/2015,62560,218,($0.35)
1/11/2015,86100,285,$198.09 
1/11/2015,73020,249,$4.26 
1/11/2015,64010,221,$16.12 
1/11/2015,66040,231,($4.02)
1/11/2015,65710,296,($694.49)
1/11/2015,65550,159,($33.47)
1/11/2015,63060,154,$5.75 
1/11/2015,61530,204,($5.03)
1/11/2015,86020,191,$42.98 
1/11/2015,61510,177,($16.53)
1/11/2015,65690,294,($35.70)
1/11/2015,73030,279,$78.35 
1/11/2015,72340,185,($354.40)
1/11/2015,65900,165,($20.25)
1/11/2015,62510,208,($35.08)
1/11/2015,64020,160,$0.42 
1/12/2015,65590,225,($13.85)
1/12/2015,72340,286,($324.52)
1/12/2015,62099,165,$16.45 
1/12/2015,64010,200,$16.97 
1/12/2015,71030,201,$7.58 
1/12/2015,66510,152,($6.59)
1/12/2015,65730,289,($5.44)
1/12/2015,81230,207,$293.17 
1/12/2015,73030,278,$368.82 
1/12/2015,65900,271,($18.23)
1/12/2015,61510,208,($13.85)
1/12/2015,62560,257,($2.21)
1/12/2015,66070,224,($0.23)
1/12/2015,66050,189,($85.92)
1/12/2015,64010,182,$16.40 
1/12/2015,86030,292,($2.01)
1/12/2015,66550,204,($9.00)
1/12/2015,73010,252,$320.33 
1/12/2015,84020,157,$225.08 
1/12/2015,61560,205,($0.99)
1/12/2015,65900,191,($20.25)
1/12/2015,65710,164,($520.86)
1/12/2015,62099,241,$15.63 
1/12/2015,66020,284,($15.19)
1/12/2015,66130,281,($82.61)
1/12/2015,62550,194,($6.56)
1/12/2015,65540,268,($55.19)
1/12/2015,66050,173,($55.88)
1/12/2015,72060,180,$639.03 
1/12/2015,73040,197,$297.36 
1/12/2015,86360,202,$543.94 
1/12/2015,62530,272,($1.56)
1/12/2015,61560,213,($0.94)
1/12/2015,66050,270,($39.81)
1/12/2015,65690,167,($30.36)
1/12/2015,73010,289,$233.11 
1/12/2015,86100,160,$16.11 
1/12/2015,68060,254,($38.28)
1/12/2015,61540,249,($0.79)
1/12/2015,66050,249,($37.72)
1/12/2015,66110,266,($0.74)
1/12/2015,86280,205,$61.18 
1/12/2015,66520,225,($7.48)
1/12/2015,86270,218,$46.89 
1/12/2015,61540,175,($0.77)
1/13/2015,86350,209,$86.87 
1/13/2015,62099,151,$19.74 
1/13/2015,81150,278,$271.42 
1/13/2015,66100,228,($10.85)
1/13/2015,66050,222,($39.81)
1/13/2015,62510,258,($49.37)
1/13/2015,73010,151,$214.53 
1/13/2015,64020,270,$0.35 
1/13/2015,68050,239,($0.77)
1/13/2015,62560,258,($0.39)
1/13/2015,65740,245,($403.21)
1/13/2015,61540,160,($0.93)
1/13/2015,81230,226,$130.71 
1/13/2015,86100,188,$15.31 
1/13/2015,62510,225,($35.08)
1/13/2015,64000,193,$89.64 
1/13/2015,73010,205,$596.54 
1/13/2015,66100,289,($4.76)
1/13/2015,65710,181,($578.74)
1/13/2015,61530,183,($5.03)
1/13/2015,62010,231,($238.08)
1/13/2015,66070,171,($0.25)
1/13/2015,83050,162,$231.83 
1/13/2015,65540,287,($62.57)
1/13/2015,63060,204,$8.52 
1/13/2015,65710,257,($733.07)
1/13/2015,66050,168,($37.72)
1/13/2015,66050,174,($50.29)
1/13/2015,65710,211,($549.80)
1/13/2015,72160,190,"$1,274.31 "
1/13/2015,62530,253,($1.96)
1/13/2015,66130,177,($86.96)
1/13/2015,66100,197,($6.35)
1/13/2015,73010,271,$198.00 
1/13/2015,65570,249,($0.80)
1/13/2015,64010,172,$15.27 
1/13/2015,61520,227,($106.28)
1/13/2015,61560,239,($0.99)
1/13/2015,86050,168,$219.36 
1/13/2015,66020,162,($19.90)
1/13/2015,61530,241,($6.71)
1/13/2015,86180,242,$26.28 
1/13/2015,62520,234,($67.84)
1/13/2015,61540,170,($0.70)
1/13/2015,65900,298,($27.00)
1/14/2015,65550,293,($32.81)
1/14/2015,66020,263,($15.71)
1/14/2015,66100,174,($5.03)
1/14/2015,64010,156,$20.36 
1/14/2015,65900,283,($19.58)
1/14/2015,65730,193,($4.81)
1/14/2015,86200,212,$60.82 
1/14/2015,65570,298,($1.13)
1/14/2015,61560,201,($0.94)
1/14/2015,65710,262,($520.86)
1/14/2015,61550,275,($78.53)
1/14/2015,66110,232,($0.50)
1/14/2015,62510,158,($35.08)
1/14/2015,65900,228,($18.23)
1/14/2015,86010,266,$65.94 
1/14/2015,61560,236,($0.94)
1/14/2015,66520,217,($8.49)
1/14/2015,66120,259,($1.86)
1/14/2015,62530,169,($1.56)
1/14/2015,65550,273,($31.71)
1/14/2015,86330,217,$569.30 
1/14/2015,61550,206,($24.39)
1/14/2015,66020,152,($18.86)
1/14/2015,81190,235,$88.26 
1/14/2015,62560,268,($0.42)
1/14/2015,61560,186,($0.94)
1/14/2015,61510,291,($15.39)
1/14/2015,61540,180,($0.74)
1/14/2015,72340,215,$978.80 
1/14/2015,65690,265,($28.27)
1/14/2015,65900,298,($18.23)
1/14/2015,65550,246,($32.81)
1/14/2015,73040,291,$90.72 
1/14/2015,62550,181,($6.90)
1/14/2015,65690,180,($26.78)
1/14/2015,66070,266,($0.21)
1/14/2015,61540,271,($0.70)
1/14/2015,65710,239,($549.80)
1/14/2015,86270,251,$42.20 
1/14/2015,62550,260,($6.21)
1/14/2015,62020,194,($954.03)
1/14/2015,61570,255,($44.85)
1/14/2015,64020,268,$0.32 
1/14/2015,81200,153,$233.01 
1/14/2015,65740,168,($383.05)
1/15/2015,65590,236,($9.84)
1/15/2015,62010,199,($213.10)
1/15/2015,65700,252,($39.88)
1/15/2015,64000,182,$94.62 
1/15/2015,62530,216,($1.56)
1/15/2015,61550,278,($27.10)
1/15/2015,63060,273,$5.75 
1/15/2015,65570,279,($0.80)
1/15/2015,65760,213,($6.58)
1/15/2015,65740,210,($537.61)
1/15/2015,68060,206,($38.28)
1/15/2015,65540,237,($59.28)
1/15/2015,81190,171,$189.76 
1/15/2015,66040,261,($3.42)
1/15/2015,65740,253,($362.89)
1/15/2015,71200,158,$31.83 
1/15/2015,66050,154,($41.91)
1/15/2015,62550,266,($6.21)
1/15/2015,65540,222,($73.59)
1/15/2015,65690,154,($44.18)
1/15/2015,68050,164,($0.81)
1/15/2015,66520,286,($7.90)
1/15/2015,62099,254,$14.81 
1/15/2015,66120,248,($2.11)
1/15/2015,81210,241,$308.60 
1/15/2015,73020,210,$112.48 
1/15/2015,66100,208,($4.76)
